cwsac_id,battle_name,start_date,end_date,theater_code,campaign_code,result,cwss_url,partof_cwss,operation,forces_text,casualties_text,results_text,preservation,significance,cwsac_url,other_names,partof_cwsac,cws2_url,study_area,core_area,potnr_boundary,partof_cws2,interpretive_political,interpretive_commander_loss,interpretive_casualties,interpretive_tactics_strategy,interpretive_public_mind,interpretive_combat_arm,interpretive_military_firsts,interpretive_minority_troops,interpretive_economic,interpretive_archaelolgical,interpretive_logistics,interpretive_individual_bravery,interpretive_group_behavior,interpretive_joint_ops,interpretive_coop_armies,interpretive_naval,significance_jim,significance_ed,significance_bill,aad_url,battle_type,partof_aad,lat,long,state,strength_mean,strength_var,casualties_kwm_mean,casualties_kwm_var,comment
MS001,Iuka,1862-09-19,1862-09-19,MW,MW62-05,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=MS001,TRUE,0,"2nd Division and cavalry division, Army of the Mississippi (approx. 4,000-4,500) [US]; 1st Division, Army of the West (approx. 3,200) [CS]","1,482 total (US 782; CS 700)","Union victory (In addition, it caused Grant to have concern about Rosecrans's abilities and leadership.)",IV.1,C,http://www.nps.gov/abpp/battles/ms001.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Grand Gulf to Okolona.pdf,3261.17,705.16,1328.4,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=119&dt=295,Engagement,TRUE,34.7936,-88.2101,MS,7200,84166.66666666666,1384,8.416666666666668,
MS002,Corinth II,1862-10-03,1862-10-04,MW,MW62-05,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=MS002,TRUE,0,Army of the Mississippi [US]; Army of the West Tennessee [CS],"7,197 total (US 2,359; CS 4,838)",Union victory,IV.1,A,http://www.nps.gov/abpp/battles/ms002.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Big Black River Bridge to Corinth.pdf,15987.39,8039.95,7275.38,TRUE,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,,A,,http://aad.archives.gov/aad/record-detail.jsp?rid=118&dt=295,Battle,TRUE,34.9406,-88.5306,MS,45e3,166666.66666666666,7150,841.6666666666667,
MS003,Chickasaw Bayou,1862-12-26,1862-12-29,MW,MW62-08,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=MS003,TRUE,0,"Right Wing, XIII Army Corps [US]; Department of Mississippi and East Louisiana [CS]","1,983 total (US 1,776; CS 207)",Confederate victory,I.3,B,http://www.nps.gov/abpp/battles/ms003.htm,Chickasaw Bluffs; Walnut Hills,TRUE,http://www.nps.gov/abpp/CWSII/Big Black River Bridge to Corinth.pdf,22949.49,5521.98,15109.02,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,B,,http://aad.archives.gov/aad/record-detail.jsp?rid=117&dt=295,Assault,TRUE,32.399,-90.854,MS,,,1963,0.16666666666666666,
MS004,Grand Gulf,1863-04-29,1863-04-29,MW,MW63-01,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=MS004,TRUE,0,"Mississippi Squadron and Companies A,B,D,F,G,H,K, 58th Ohio Volunteer Infantry Regiment [US]; Bowen's Division and attached troops [CS]",Total unknown (US 80; CS unknown),Confederate victory,II.3,C,http://www.nps.gov/abpp/battles/ms004.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Grand Gulf to Okolona.pdf,9349.6,1759.2,4698.79,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=120&dt=295,Engagement,TRUE,32.0292,-91.0561,MS,,,,,
MS005,Snyder's Bluff,1863-04-29,1863-05-01,MW,MW63-01,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=MS005,TRUE,0,"XV Army Corps, Department of the Tennessee [US]; Hébert's Brigade [CS]",Unknown,Confederate victory,II.4,D,http://www.nps.gov/abpp/battles/ms005.htm,Snyder's Mill,TRUE,http://www.nps.gov/abpp/CWSII/Port Gibson to Vicksburg.pdf,6917.92,1788.19,3121.39,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=121&dt=295,Engagement,TRUE,32.4964,-90.8,MS,,,,,
MS006,Port Gibson,1863-05-01,1863-05-01,MW,MW63-01,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=MS006,TRUE,0,Army of the Tennessee (comprising two corps) [US]; Confederate forces in area (one reinforced division: four brigades) [CS],"1,648 total (US 861; CS 787)",Union victory,I.3,B,http://www.nps.gov/abpp/battles/ms006.htm,Thompson's Hill,TRUE,http://www.nps.gov/abpp/CWSII/Port Gibson to Vicksburg.pdf,7959.41,3223.64,7959.41,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=122&dt=295,Battle,TRUE,31.9557,-91.0228,MS,,,1662,0.16666666666666666,
MS007,Raymond,1863-05-12,1863-05-12,MW,MW63-01,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=MS007,TRUE,0,"XVII Army Corps, Army of the Tennessee [US]; Gregg's Task Force (equivalent to a brigade) [CS]","1,011 total (US 442; CS 569)",Union victory,I.3,B,http://www.nps.gov/abpp/battles/ms007.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Port Gibson to Vicksburg.pdf,5643.83,1381.16,4467.02,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=123&dt=295,Engagement,TRUE,32.2453,-90.4333,MS,,,956,0.16666666666666666,
MS008,Jackson,1863-05-14,1863-05-14,MW,MW63-01,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=MS008,TRUE,0,Army of the Tennessee [US]; Jackson Garrison [CS],"1,136 total (US 286; CS 850)",Union victory,IV.2,B,http://www.nps.gov/abpp/battles/ms008.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Grand Gulf to Okolona.pdf,11170.71,2703.28,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,B,,http://aad.archives.gov/aad/record-detail.jsp?rid=124&dt=295,Engagement,TRUE,32.324,-90.236,MS,,,1136,8.416666666666668,
MS009,Champion Hill,1863-05-16,1863-05-16,MW,MW63-01,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=MS009,TRUE,0,Army of the Tennessee (three corps) [US]; Department of Mississippi and East Louisiana [CS],"6,757 total (US 2,457; CS 4,300)",Union victory,II.1,A,http://www.nps.gov/abpp/battles/ms009.htm,Bakers Creek,TRUE,http://www.nps.gov/abpp/CWSII/Big Black River Bridge to Corinth.pdf,13696.8,5981.16,11862.77,TRUE,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,A,,http://aad.archives.gov/aad/record-detail.jsp?rid=130&dt=295,Battle,TRUE,32.3296,-90.5303,MS,,,6281,8.416666666666668,
MS010,Big Black River Bridge,1863-05-17,1863-05-17,MW,MW63-01,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=MS010,TRUE,0,"XIII Army Corps, Army of the Tennessee [US]; Bridgehead Defense Force (three brigades) [CS]","2,273 total (US 273; CS 2,000)",Union victory,II.2,B,http://www.nps.gov/abpp/battles/ms010.htm,Big Black,TRUE,http://www.nps.gov/abpp/CWSII/Big Black River Bridge to Corinth.pdf,2931.47,679.83,2649.76,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=127&dt=295,Engagement,TRUE,32.3471,-90.7043,MS,,,2027,0.16666666666666666,
MS011,Vicksburg,1863-05-18,1863-07-04,MW,MW63-01,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=MS011,TRUE,0,Army of the Tennessee [US]; Army of Vicksburg [CS],"19,233 total (US 10,142; CS 9,091)",Union victory,I.2,A,http://www.nps.gov/abpp/battles/ms011.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Port Gibson to Vicksburg.pdf,27611.64,12591.96,5123.09,TRUE,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,,A,,http://aad.archives.gov/aad/record-detail.jsp?rid=131&dt=295,Siege,TRUE,32.3436,-90.8511,MS,,,37532,0.16666666666666666,
MS012,Meridian,1864-02-14,1864-02-20,MW,MW64-03,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=MS012,TRUE,0,"Department of the Tennessee [US]; Department of Alabama, Mississippi and East Louisiana [CS]",Unknown,Union victory,IV.2,C,http://www.nps.gov/abpp/battles/ms012.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Grand Gulf to Okolona.pdf,3087.57,0,0,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=129&dt=295,Occupation,TRUE,32.3654,-88.7043,MS,,,,,
MS013,Okolona,1864-02-22,1864-02-22,MW,MW64-03,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=MS013,TRUE,0,"Cavalry force (7,000) [US]; Forrest's Cavalry Corps [CS]",150 total (US 100; CS 50),Confederate victory,II.2,B,http://www.nps.gov/abpp/battles/ms013.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Grand Gulf to Okolona.pdf,38415.04,2325.29,31451.19,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,B,,http://aad.archives.gov/aad/record-detail.jsp?rid=125&dt=295,Engagement,TRUE,34.0021,-88.7556,MS,,,532,0.16666666666666666,
MS014,Brices Cross Roads,1864-06-10,1864-06-10,MW,MW64-08,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=MS014,TRUE,0,"Three-brigade division of infantry and a division of cavalry (about 8,500 ) [US]; cavalry corps [CS]","3,105 total (US 2,610; CS 495)",Confederate victory,I.3,B,http://www.nps.gov/abpp/battles/ms014.htm,Tishomingo Creek,TRUE,http://www.nps.gov/abpp/CWSII/Big Black River Bridge to Corinth.pdf,3237.8,1070.36,3237.78,TRUE,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=126&dt=295,Engagement,TRUE,34.506100000000004,-88.7289,MS,10500,84166.66666666666,3103,8.416666666666668,
MS015,Tupelo,1864-07-14,1864-07-15,MW,MW64-08,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=MS015,TRUE,0,"1st and 3rd Infantry Divisions and Cavalry Division, XVI Army Corps, and 1st Brigade, U.S. Colored Troops (14,000) [US]; Department of Alabama, Mississippi, and East Louisiana [CS]","1,948 total (US 648; CS 1,300)",Union victory,IV.2,B,http://www.nps.gov/abpp/battles/ms015.htm,Harrisburg,TRUE,http://www.nps.gov/abpp/CWSII/Port Gibson to Vicksburg.pdf,13053.94,2009.45,895.73,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,B,,http://aad.archives.gov/aad/record-detail.jsp?rid=128&dt=295,Engagement,TRUE,34.2557,-88.7377,MS,22e3,166666.66666666666,1973,0.16666666666666666,
MS016,Corinth I,1862-04-29,1862-05-30,MW,MW62-02,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=MS016,TRUE,0,Department of the Mississippi [US]; Department No. 2 [CS],Unknown,"Union victory, although the raid ultimately failed.",I.3,B,http://www.nps.gov/abpp/battles/ms016.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Port Gibson to Vicksburg.pdf,29463.63,3756.32,20385.48,TRUE,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=357&dt=295,Advance & Siege,TRUE,34.934,-88.522,MS,,,2e3,166666.66666666666,
NC001,Hatteras Inlet Batteries,1861-08-28,1861-08-29,ME,ME61-04,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=NC001,TRUE,0,"9th and 20th New York regiments (est. 2,000) [US]; Hatteras Island Garrison (900) [CS]",773 total (US 3; CS 770),Union victory,IV.1,C,http://www.nps.gov/abpp/battles/nc001.htm,Forts Clark and Hatteras,TRUE,http://www.nps.gov/abpp/CWSII/Albemarle Sound to Kinston.pdf,14205.43,2182.26,13731.82,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,B,,http://aad.archives.gov/aad/record-detail.jsp?rid=132&dt=295,Capture,TRUE,35.1864,-75.7645,NC,2900,84166.66666666666,673,8.416666666666668,
NC002,Roanoke Island,1862-02-07,1862-02-08,ME,ME62-02,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=NC002,TRUE,0,"10,500 total (US 7,500; CS 3,000)","2,907 total (US 37K/214W/13M; CS 23K/58W/62M/2,500 captured)",Union victory,II.2,B,http://www.nps.gov/abpp/battles/nc002.htm,Fort Huger,TRUE,http://www.nps.gov/abpp/CWSII/Monroes Cross Roads to Wyse Fork.pdf,12304.16,2966.33,8881.84,TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,B,,http://aad.archives.gov/aad/record-detail.jsp?rid=133&dt=295,Battle,TRUE,35.8783,-75.6678,NC,10500,84166.66666666666,2907,0.5,
NC003,New Berne,1862-03-14,1862-03-14,ME,ME62-02,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=NC003,TRUE,0,"Expeditionary Force and Foster's, Reno's, and Parke's Brigades [US]; 5 regiments, militia [CS]","1,080 total",Union victory,IV.1,B,http://www.nps.gov/abpp/battles/nc003.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Monroes Cross Roads to Wyse Fork.pdf,3917.62,696.31,301.85,TRUE,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=134&dt=295,Battle,TRUE,35.0428,-77.0148,NC,,,1085,0.16666666666666666,
NC004,Fort Macon,1862-03-23,1862-04-26,ME,ME62-02,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=NC004,TRUE,0,"Parke's Division of Department of North Carolina, 3rd Division [US]; Fort Macon Garrison [CS]",490 total (US 10; CS 480),Union victory,III.3,C,http://www.nps.gov/abpp/battles/nc004.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Albemarle Sound to Kinston.pdf,2897.66,1200.27,2219.8,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=135&dt=295,Siege,TRUE,34.696111,-76.678889,NC,,,442,0.16666666666666666,
NC005,South Mills,1862-04-19,1862-04-19,ME,ME62-02,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=NC005,TRUE,0,21st Massachusetts and 51st Pennsylvania [US]; 3rd Georgia [CS],150 total,Inconclusive (Federals withdrew.),III.4,D,http://www.nps.gov/abpp/battles/nc005.htm,Camden,TRUE,http://www.nps.gov/abpp/CWSII/Monroes Cross Roads to Wyse Fork.pdf,3206.82,1100.12,1534.37,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=136&dt=295,Engagement,TRUE,36.4304,-76.3033,NC,,,139,0.16666666666666666,
NC006,Tranter's Creek,1862-06-05,1862-06-05,ME,ME62-02,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=NC006,TRUE,0,Regiments,40 total,Union victory,III.4,D,http://www.nps.gov/abpp/battles/nc006.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Monroes Cross Roads to Wyse Fork.pdf,2077.84,156.67,652.32,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=137&dt=295,Action,TRUE,35.6186,-77.1431,NC,,,40,8.333333333333334,
NC007,Kinston,1862-12-14,1862-12-14,ME,ME62-08,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=NC007,TRUE,0,"Department of North Carolina, 1st Division [US]; Evans's Brigade [CS]",685 total,Union victory,IV.2,D,http://www.nps.gov/abpp/battles/nc007.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Albemarle Sound to Kinston.pdf,10555.78,2088.26,2969.58,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=138&dt=295,Engagement,TRUE,35.2441,-77.5847,NC,,,685,8.416666666666668,
NC008,White Hall,1862-12-16,1862-12-16,ME,ME62-08,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=NC008,TRUE,0,Amory's and Stevenson's Brigades [US]; Robertson's Brigade [CS],150 total,Inconclusive,IV.1,D,http://www.nps.gov/abpp/battles/nc008.htm,Whitehall; White Hall Ferry,TRUE,http://www.nps.gov/abpp/CWSII/Monroes Cross Roads to Wyse Fork.pdf,7274.28,376.1,5015.85,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=147&dt=295,Engagement,TRUE,35.2272,-77.8464,NC,,,150,8.333333333333334,
NC009,Goldsborough Bridge,1862-12-17,1862-12-17,ME,ME62-08,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=NC009,TRUE,0,"Department of North Carolina, 1st Division [US]; Clingman's Brigade [CS]",220 total,Union victory,IV.2,C,http://www.nps.gov/abpp/battles/nc009.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Albemarle Sound to Kinston.pdf,1990.46,602.36,514.17,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=140&dt=295,Engagement,TRUE,35.3396,-78.0288,NC,,,220,8.333333333333334,
NC010,Fort Anderson,1863-03-13,1863-03-15,ME,ME63-01,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=NC010,TRUE,0,"1st Division, XVIII Corps [US]; Hill's Division [CS]",7 total,Union victory,III.4,D,http://www.nps.gov/abpp/battles/nc010.htm,Deep Gully,TRUE,http://www.nps.gov/abpp/CWSII/Albemarle Sound to Kinston.pdf,10109.17,950.97,4016.9,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=148&dt=295,Attack,TRUE,35.1383,-77.0358,NC,,,7,0.08333333333333333,
NC011,Washington,1863-03-30,1863-04-20,ME,ME63-01,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=NC011,TRUE,0,6 regiments and artillery units [US]; Hill's Division [CS],100 total,Inconclusive (Confederates withdrew.),IV.2,D,http://www.nps.gov/abpp/battles/nc011.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Monroes Cross Roads to Wyse Fork.pdf,26775.05,4720.98,18074.04,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=141&dt=295,Siege,TRUE,35.5443,-77.0601,NC,,,100,833.3333333333334,
NC012,Plymouth,1864-04-17,1864-04-20,ME,ME64-03,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=NC012,TRUE,0,Plymouth Garrison (4 infantry and artillery units) [US]; Hoke's Division [CS],"2,834 total",Confederate victory,IV.2,C,http://www.nps.gov/abpp/battles/nc012.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Monroes Cross Roads to Wyse Fork.pdf,3280.45,1113.05,1599.65,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=335&dt=295,Capture,TRUE,35.8665,-76.7519,NC,,,3200,1666.6666666666667,
NC013,Albemarle Sound,1864-05-05,1864-05-05,ME,ME64-03,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=NC013,TRUE,0,9 gunboats [US]; Confederate ram [CS],88 total,Inconclusive,III.3,C,http://www.nps.gov/abpp/battles/nc013.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Albemarle Sound to Kinston.pdf,30946.17,14214.01,30946.17,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=142&dt=295,Engagement,TRUE,35.978561,-76.536942,NC,,,88,0.08333333333333333,
NC014,Fort Fisher I,1864-12-07,1864-12-27,ME,ME64-11,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=NC014,TRUE,0,"Expeditionary Corps, Army of the James [US]; Hoke's Division and Fort Fisher Garrison [CS]",320 total,Confederate victory,IV.1,C,http://www.nps.gov/abpp/battles/nc014.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Albemarle Sound to Kinston.pdf,9714.89,2367.25,8074.59,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=149&dt=295,Expedition,TRUE,33.9715,-77.918,NC,,,320,8.333333333333334,
NC015,Fort Fisher II,1865-01-13,1865-01-15,ME,ME65-01,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=NC015,TRUE,0,"Expeditionary Corps, Army of the James [US]; Hoke's Division and Fort Fisher Garrison [CS]","2,000 total",Union victory,IV.1,A,http://www.nps.gov/abpp/battles/nc015.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Albemarle Sound to Kinston.pdf,12205.58,3343.19,10303.96,TRUE,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,A,,,http://aad.archives.gov/aad/record-detail.jsp?rid=143&dt=295,Expedition,TRUE,33.9715,-77.918,NC,,,3642,0.16666666666666666,
NC016,Wilmington,1865-02-11,1865-02-22,ME,ME65-01,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=NC016,TRUE,0,"Cox's, Ames's, and Paine's Divisions (12,000) [US]; Hoke's Division, Hagood's Brigade (6,600) [CS]","1,150 total",Union victory,IV.2,D,http://www.nps.gov/abpp/battles/nc016.htm,Fort Anderson; Town Creek; Forks Road; Sugar Loaf Hill,TRUE,http://www.nps.gov/abpp/CWSII/Monroes Cross Roads to Wyse Fork.pdf,28829.79,5916.09,13777.21,TRUE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=144&dt=295,Occupation,TRUE,34.1795,-77.954,NC,18600,84166.66666666666,1150,833.3333333333334,"Move start date back to include action at Sugar Loaf battery.
"
NC017,Wyse Fork,1865-03-07,1865-03-10,MW,MW65-01,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=NC017,TRUE,0,"Divisions: 20,500 total (US 12,000; CS 8,500)","2,601 total (US 1,101; CS 1,500)",Union victory,II.4,D,http://www.nps.gov/abpp/battles/nc017.htm,Wilcox's Bridge; Wise's Fork; Second Kinston; Second Southwest Creek; Kelly's Mill Pond,TRUE,http://www.nps.gov/abpp/CWSII/Monroes Cross Roads to Wyse Fork.pdf,17308.31,2683.75,12011.47,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=145&dt=295,Battle,TRUE,35.224,-77.5297,NC,20500,84166.66666666666,2800,1666.6666666666667,
NC018,Monroe's Cross Roads,1865-03-10,1865-03-10,MW,MW65-01,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=NC018,TRUE,0,"Kilpatrick's Cavalry Division (1,850) [US]; Wheeler's and Hampton's Cavalry Division (3,000) [CS]",269 total (US 183; CS 86),Inconclusive,II.4,D,http://www.nps.gov/abpp/battles/nc018.htm,Fayetteville Road; Blue's Farm,TRUE,http://www.nps.gov/abpp/CWSII/Monroes Cross Roads to Wyse Fork.pdf,17527.05,904.57,13820.25,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=318&dt=295,Engagement,TRUE,35.1259,-79.2032,NC,4900,16.666666666666668,269,0.16666666666666666,
NC019,Averasborough,1865-03-16,1865-03-16,MW,MW65-01,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=NC019,TRUE,0,"XX Corps and XIV Corps (25,992) [US]; Hardee's Corps (5,400) [CS]","1,419 total",Inconclusive,III.3,C,http://www.nps.gov/abpp/battles/nc019.htm,Taylor's Hole Creek; Smithville; Smiths Ferry; Black River,TRUE,http://www.nps.gov/abpp/CWSII/Albemarle Sound to Kinston.pdf,6142.85,3186.73,6142.85,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=146&dt=295,Battle,TRUE,35.2661,-78.6721,NC,31392,833.4166666666667,1547,0.16666666666666666,
NC020,Bentonville,1865-03-19,1865-03-21,MW,MW65-01,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=NC020,TRUE,0,Sherman's Right Wing (XX and XIV Corps) [US]; Johnston's Army [CS],"4,738 total (US 1,646; CS 3,092)",Union victory,I.1,A,http://www.nps.gov/abpp/battles/nc020.htm,Bentonsville,TRUE,http://www.nps.gov/abpp/CWSII/Albemarle Sound to Kinston.pdf,31694.42,4269.43,29795.4,TRUE,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,A,,,http://aad.archives.gov/aad/record-detail.jsp?rid=139&dt=295,Battle,TRUE,35.2532,-78.6708,NC,,,4133,0.16666666666666666,
ND001,Big Mound,1863-07-24,1863-07-24,TM,TM63-05,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=ND001,TRUE,0,District of Minnesota [US]; Santee and Teton Sioux [I],Total unknown (US unknown; I 13),Union victory,III.3,C,http://www.nps.gov/abpp/battles/nd001.htm,,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportNorthDakotaUpdate.pdf,13760.37,5660.71,13760.37,TRUE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,D,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=150&dt=295,Action,TRUE,47.024036,-99.629087,ND,,,87,8.416666666666668,
ND002,Dead Buffalo Lake,1863-07-26,1863-07-26,TM,TM63-05,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=ND002,TRUE,0,District of Minnesota [US]; Santee and Teton Sioux [I],Unknown,Union victory,III.4,D,http://www.nps.gov/abpp/battles/nd002.htm,,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportNorthDakotaUpdate.pdf,4449.43,743.46,4449.43,TRUE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=151&dt=295,Action,TRUE,46.8961,-99.7846,ND,,,10,0.16666666666666666,
ND003,Stony Lake,1863-07-28,1863-07-28,TM,TM63-05,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=ND003,TRUE,0,District of Minnesota [US]; Santee and Teton Sioux [I],Unknown,Union victory,III.4,D,http://www.nps.gov/abpp/battles/nd003.htm,,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportNorthDakotaUpdate.pdf,6323.45,801.54,6323.45,TRUE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,D,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=152&dt=295,Action,TRUE,46.8514,-100.1843,ND,,,,,
