"cwsac_id","battle_name","battle_type_cwss","begin_date","end_date","state","theater_code","campaign_code","result","cas_kwm_mean","cas_kwm_var","partof_cwss","operation","forces_text","casualties_text","results_text","preservation","significance","cwsac1_url","partof_cwsac1","cwsac2_url","study_area","core_area","potnr_boundary","partof_cwsac2","interpretive_political","interpretive_commander_loss","interpretive_casualties","interpretive_tactics_strategy","interpretive_public_mind","interpretive_combat_arm","interpretive_military_firsts","interpretive_minority_troops","interpretive_economic","interpretive_archaelolgical","interpretive_logistics","interpretive_individual_bravery","interpretive_group_behavior","interpretive_joint_ops","interpretive_coop_armies","interpretive_naval","significance_jim","significance_ed","significance_bill","aad_url","battle_type_aad","partof_aad","shenandoah_url","partof_shenandoah","lat","long"
"MO026","Byram's Ford","Engagement","1864-10-22","1864-10-23","MO","TM","TM64-05","Union Victory",NA,NA,TRUE,0,"1st Division, Army of the Border and provisional cavalry division [US]; Shelby and Marmaduke's Divisions [CS]","Unknown","Union victory","IV.1","B","http://www.nps.gov/hps/abpp/battles/mo026.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Belmont to Dry Wood Creek.pdf",3353.35,1328.45,185.66,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","B","","http://aad.archives.gov/aad//MO026","Engagement",TRUE,NA,FALSE,39.0228,-94.5307
"MO027","Westport","Engagement","1864-10-23","1864-10-23","MO","TM","TM64-05","Union Victory",3000,83333.3,TRUE,0,"Army of the Border [US]; Army of Missouri [CS]","3,000 total (US 1,500; CS 1,500)","Union victory","IV.2","A","http://www.nps.gov/hps/abpp/battles/mo027.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Newtonia I to Wilsons Creek.pdf",11179.4,5720.42,0,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","A","","http://aad.archives.gov/aad//MO027","Engagement",TRUE,NA,FALSE,39.03,-94.5944
"MO028","Marmiton River","Engagement","1864-10-25","1864-10-25","MO","TM","TM64-05","Union Victory",NA,NA,TRUE,0,"Two brigades, provisional cavalry division [US]; Army of Missouri [CS]","Unknown","Union victory","III.4","D","http://www.nps.gov/hps/abpp/battles/mo028.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Lexington I to New Madrid Island No 10.pdf",1472.51,811.08,1488.12,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//MO028","Engagement",TRUE,NA,FALSE,37.8717,-94.6153
"MO029","Newtonia II","Engagement","1864-10-28","1864-10-28","MO","TM","TM64-05","Union Victory",50,8.33333,TRUE,0,"Five brigades [US]; remnants of Price's Army of Missouri [CS]","650 total (US 400; CS 250)","Union victory","I.3","B","http://www.nps.gov/hps/abpp/battles/mo029.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Newtonia I to Wilsons Creek.pdf",4328.24,1455.05,3434.04,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//MO029","Engagement",TRUE,NA,FALSE,36.8739,-94.1903
"MS001","Iuka","Engagement","1862-09-19","1862-09-19","MS","MW","MW62-05","Union Victory",1384,0.0833333,TRUE,0,"2nd Division and cavalry division, Army of the Mississippi (approx. 4,000-4,500) [US]; 1st Division, Army of the West (approx. 3,200) [CS]","1,482 total (US 782; CS 700)","Union victory (In addition, it caused Grant to have concern about Rosecrans's abilities and leadership.)","IV.1","C","http://www.nps.gov/hps/abpp/battles/ms001.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Grand Gulf to Okolona.pdf",3261.17,705.16,1328.4,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//MS001","Engagement",TRUE,NA,FALSE,34.7936,-88.2101
"MS002","Corinth II","Battle","1862-10-03","1862-10-04","MS","MW","MW62-05","Union Victory",7150,8.33333,TRUE,0,"Army of the Mississippi [US]; Army of the West Tennessee [CS]","7,197 total (US 2,359; CS 4,838)","Union victory","IV.1","A","http://www.nps.gov/hps/abpp/battles/ms002.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Big Black River Bridge to Corinth.pdf",15987.4,8039.95,7275.38,TRUE,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,"","A","","http://aad.archives.gov/aad//MS002","Battle",TRUE,NA,FALSE,34.9406,-88.5306
"MS003","Chickasaw Bayou","Assault","1862-12-26","1862-12-29","MS","MW","MW62-08","Confederate Victory",1363,0.0833333,TRUE,0,"Right Wing, XIII Army Corps [US]; Department of Mississippi and East Louisiana [CS]","1,983 total (US 1,776; CS 207)","Confederate victory","I.3","B","http://www.nps.gov/hps/abpp/battles/ms003.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Big Black River Bridge to Corinth.pdf",22949.5,5521.98,15109,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"","B","","http://aad.archives.gov/aad//MS003","Assault",TRUE,NA,FALSE,32.399,-90.854
"MS004","Grand Gulf","Engagement","1863-04-29","1863-04-29","MS","MW","MW63-01","Confederate Victory",NA,NA,TRUE,0,"Mississippi Squadron and Companies A,B,D,F,G,H,K, 58th Ohio Volunteer Infantry Regiment [US]; Bowen's Division and attached troops [CS]","Total unknown (US 80; CS unknown)","Confederate victory","II.3","C","http://www.nps.gov/hps/abpp/battles/ms004.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Grand Gulf to Okolona.pdf",9349.6,1759.2,4698.79,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//MS004","Engagement",TRUE,NA,FALSE,32.0292,-91.0561
"MS005","Snyder's Bluff","Engagement","1863-04-29","1863-05-01","MS","MW","MW63-01","Confederate Victory",NA,NA,TRUE,0,"XV Army Corps, Department of the Tennessee [US]; Hébert's Brigade [CS]","Unknown","Confederate victory","II.4","D","http://www.nps.gov/hps/abpp/battles/ms005.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Port Gibson to Vicksburg.pdf",6917.92,1788.19,3121.39,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//MS005","Engagement",TRUE,NA,FALSE,32.4964,-90.8
"MS006","Port Gibson","Battle","1863-05-01","1863-05-01","MS","MW","MW63-01","Union Victory",1662,0.0833333,TRUE,0,"Army of the Tennessee (comprising two corps) [US]; Confederate forces in area (one reinforced division: four brigades) [CS]","1,648 total (US 861; CS 787)","Union victory","I.3","B","http://www.nps.gov/hps/abpp/battles/ms006.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Port Gibson to Vicksburg.pdf",7959.41,3223.64,7959.41,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//MS006","Battle",TRUE,NA,FALSE,31.9557,-91.0228
"MS007","Raymond","Engagement","1863-05-12","1863-05-12","MS","MW","MW63-01","Union Victory",956,0.0833333,TRUE,0,"XVII Army Corps, Army of the Tennessee [US]; Gregg's Task Force (equivalent to a brigade) [CS]","1,011 total (US 442; CS 569)","Union victory","I.3","B","http://www.nps.gov/hps/abpp/battles/ms007.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Port Gibson to Vicksburg.pdf",5643.83,1381.16,4467.02,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//MS007","Engagement",TRUE,NA,FALSE,32.2453,-90.4333
"MS008","Jackson","No Data","1863-05-14","1863-05-14","MS","MW","MW63-01","Union Victory",1136,0.0833333,TRUE,0,"Army of the Tennessee [US]; Jackson Garrison [CS]","1,136 total (US 286; CS 850)","Union victory","IV.2","B","http://www.nps.gov/hps/abpp/battles/ms008.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Grand Gulf to Okolona.pdf",11170.7,2703.28,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","B","","http://aad.archives.gov/aad//MS008","Engagement",TRUE,NA,FALSE,32.324,-90.236
"MS009","Champion Hill","Battle","1863-05-16","1863-05-16","MS","MW","MW63-01","Union Victory",6281,0.0833333,TRUE,0,"Army of the Tennessee (three corps) [US]; Department of Mississippi and East Louisiana [CS]","6,757 total (US 2,457; CS 4,300)","Union victory","II.1","A","http://www.nps.gov/hps/abpp/battles/ms009.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Big Black River Bridge to Corinth.pdf",13696.8,5981.16,11862.8,TRUE,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"","A","","http://aad.archives.gov/aad//MS009","Battle",TRUE,NA,FALSE,32.3296,-90.5303
"MS010","Big Black River Bridge","Engagement","1863-05-17","1863-05-17","MS","MW","MW63-01","Union Victory",2027,0.0833333,TRUE,0,"XIII Army Corps, Army of the Tennessee [US]; Bridgehead Defense Force (three brigades) [CS]","2,273 total (US 273; CS 2,000)","Union victory","II.2","B","http://www.nps.gov/hps/abpp/battles/ms010.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Big Black River Bridge to Corinth.pdf",2931.47,679.83,2649.76,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","C","","http://aad.archives.gov/aad//MS010","Engagement",TRUE,NA,FALSE,32.3471,-90.7043
"MS011","Vicksburg","Siege","1863-05-18","1863-07-04","MS","MW","MW63-01","Union Victory",37532,0.0833333,TRUE,0,"Army of the Tennessee [US]; Army of Vicksburg [CS]","19,233 total (US 10,142; CS 9,091)","Union victory","I.2","A","http://www.nps.gov/hps/abpp/battles/ms011.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Port Gibson to Vicksburg.pdf",27611.6,12592,5123.09,TRUE,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,"","A","","http://aad.archives.gov/aad//MS011","Siege",TRUE,NA,FALSE,32.3436,-90.8511
"MS012","Meridian","Occupation","1864-02-14","1864-02-20","MS","MW","MW64-03","Union Victory",NA,NA,TRUE,0,"Department of the Tennessee [US]; Department of Alabama, Mississippi and East Louisiana [CS]","Unknown","Union victory","IV.2","C","http://www.nps.gov/hps/abpp/battles/ms012.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Grand Gulf to Okolona.pdf",3087.57,0,0,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//MS012","Occupation",TRUE,NA,FALSE,32.3654,-88.7043
"MS013","Okolona","Engagement","1864-02-22","1864-02-22","MS","MW","MW64-03","Confederate Victory",532,0.0833333,TRUE,0,"Cavalry force (7,000) [US]; Forrest's Cavalry Corps [CS]","150 total (US 100; CS 50)","Confederate victory","II.2","B","http://www.nps.gov/hps/abpp/battles/ms013.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Grand Gulf to Okolona.pdf",38415,2325.29,31451.2,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","B","","http://aad.archives.gov/aad//MS013","Engagement",TRUE,NA,FALSE,34.0021,-88.7556
"MS014","Brices Cross Roads","Engagement","1864-06-10","1864-06-10","MS","MW","MW64-08","Confederate Victory",3103,0.0833333,TRUE,0,"Three-brigade division of infantry and a division of cavalry (about 8,500 ) [US]; cavalry corps [CS]","3,105 total (US 2,610; CS 495)","Confederate victory","I.3","B","http://www.nps.gov/hps/abpp/battles/ms014.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Big Black River Bridge to Corinth.pdf",3237.8,1070.36,3237.78,TRUE,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,"","","","http://aad.archives.gov/aad//MS014","Engagement",TRUE,NA,FALSE,34.5061,-88.7289
"MS015","Tupelo","No Data","1864-07-14","1864-07-15","MS","MW","MW64-08","Union Victory",1973,0.0833333,TRUE,0,"1st and 3rd Infantry Divisions and Cavalry Division, XVI Army Corps, and 1st Brigade, U.S. Colored Troops (14,000) [US]; Department of Alabama, Mississippi, and East Louisiana [CS]","1,948 total (US 648; CS 1,300)","Union victory","IV.2","B","http://www.nps.gov/hps/abpp/battles/ms015.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Port Gibson to Vicksburg.pdf",13053.9,2009.45,895.73,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","B","","http://aad.archives.gov/aad//MS015","Engagement",TRUE,NA,FALSE,34.2557,-88.7377
"MS016","Corinth I","No Data","1862-04-29","1862-05-30","MS","MW","MW62-02","Union Victory",2000,83333.3,TRUE,0,"Department of the Mississippi [US]; Department No. 2 [CS]","Unknown","Union victory, although the raid ultimately failed.","I.3","B","http://www.nps.gov/hps/abpp/battles/ms016.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Port Gibson to Vicksburg.pdf",29463.6,3756.32,20385.5,TRUE,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,"","","","http://aad.archives.gov/aad//MS016","Advance & Siege",TRUE,NA,FALSE,34.934,-88.522
"NC001","Hatteras Inlet Batteries","Capture","1861-08-28","1861-08-29","NC","ME","ME61-04","Union Victory",673,0.0833333,TRUE,0,"9th and 20th New York regiments (est. 2,000) [US]; Hatteras Island Garrison (900) [CS]","773 total (US 3; CS 770)","Union victory","IV.1","C","http://www.nps.gov/hps/abpp/battles/nc001.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Albemarle Sound to Kinston.pdf",14205.4,2182.26,13731.8,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","B","","http://aad.archives.gov/aad//NC001","Capture",TRUE,NA,FALSE,35.1864,-75.7645
"NC002","Roanoke Island","Battle","1862-02-07","1862-02-08","NC","ME","ME62-02","Union Victory",2907,0.0833333,TRUE,0,"10,500 total (US 7,500; CS 3,000)","2,907 total (US 37K/214W/13M; CS 23K/58W/62M/2,500 captured)","Union victory","II.2","B","http://www.nps.gov/hps/abpp/battles/nc002.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Monroes Cross Roads to Wyse Fork.pdf",12304.2,2966.33,8881.84,TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"","B","","http://aad.archives.gov/aad//NC002","Battle",TRUE,NA,FALSE,35.8783,-75.6678
"NC003","New Berne","No Data","1862-03-14","1862-03-14","NC","ME","ME62-02","Union Victory",1085,0.0833333,TRUE,0,"Expeditionary Force and Foster's, Reno's, and Parke's Brigades [US]; 5 regiments, militia [CS]","1,080 total","Union victory","IV.1","B","http://www.nps.gov/hps/abpp/battles/nc003.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Monroes Cross Roads to Wyse Fork.pdf",3917.62,696.31,301.85,TRUE,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,"","D","","http://aad.archives.gov/aad//NC003","Battle",TRUE,NA,FALSE,35.0428,-77.0148
"NC004","Fort Macon","No Data","1862-03-23","1862-04-26","NC","ME","ME62-02","Union Victory",442,0.0833333,TRUE,0,"Parke's Division of Department of North Carolina, 3rd Division [US]; Fort Macon Garrison [CS]","490 total (US 10; CS 480)","Union victory","III.3","C","http://www.nps.gov/hps/abpp/battles/nc004.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Albemarle Sound to Kinston.pdf",2897.66,1200.27,2219.8,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//NC004","Siege",TRUE,NA,FALSE,34.6961,-76.6789
"NC005","South Mills","Engagement","1862-04-19","1862-04-19","NC","ME","ME62-02","Indecisive",139,0.0833333,TRUE,0,"21st Massachusetts and 51st Pennsylvania [US]; 3rd Georgia [CS]","150 total","Inconclusive (Federals withdrew.)","III.4","D","http://www.nps.gov/hps/abpp/battles/nc005.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Monroes Cross Roads to Wyse Fork.pdf",3206.82,1100.12,1534.37,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","D","","http://aad.archives.gov/aad//NC005","Engagement",TRUE,NA,FALSE,36.4304,-76.3033
"NC006","Tranter's Creek","Action","1862-06-05","1862-06-05","NC","ME","ME62-02","Union Victory",40,8.33333,TRUE,0,"Regiments","40 total","Union victory","III.4","D","http://www.nps.gov/hps/abpp/battles/nc006.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Monroes Cross Roads to Wyse Fork.pdf",2077.84,156.67,652.32,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//NC006","Action",TRUE,NA,FALSE,35.6186,-77.1431
"NC007","Kinston","Engagement","1862-12-14","1862-12-14","NC","ME","ME62-08","Union Victory",685,0.0833333,TRUE,0,"Department of North Carolina, 1st Division [US]; Evans's Brigade [CS]","685 total","Union victory","IV.2","D","http://www.nps.gov/hps/abpp/battles/nc007.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Albemarle Sound to Kinston.pdf",10555.8,2088.26,2969.58,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//NC007","Engagement",TRUE,NA,FALSE,35.2441,-77.5847
"NC008","White Hall","Engagement","1862-12-16","1862-12-16","NC","ME","ME62-08","Indecisive",150,8.33333,TRUE,0,"Amory's and Stevenson's Brigades [US]; Robertson's Brigade [CS]","150 total","Inconclusive","IV.1","D","http://www.nps.gov/hps/abpp/battles/nc008.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Monroes Cross Roads to Wyse Fork.pdf",7274.28,376.1,5015.85,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//NC008","Engagement",TRUE,NA,FALSE,35.2272,-77.8464
"NC009","Goldsborough Bridge","No Data","1862-12-17","1862-12-17","NC","ME","ME62-08","Union Victory",220,8.33333,TRUE,0,"Department of North Carolina, 1st Division [US]; Clingman's Brigade [CS]","220 total","Union victory","IV.2","C","http://www.nps.gov/hps/abpp/battles/nc009.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Albemarle Sound to Kinston.pdf",1990.46,602.36,514.17,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//NC009","Engagement",TRUE,NA,FALSE,35.3396,-78.0288
"NC010","Fort Anderson","Attack","1863-03-13","1863-03-15","NC","ME","ME63-01","Union Victory",7,0.0833333,TRUE,0,"1st Division, XVIII Corps [US]; Hill's Division [CS]","7 total","Union victory","III.4","D","http://www.nps.gov/hps/abpp/battles/nc010.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Albemarle Sound to Kinston.pdf",10109.2,950.97,4016.9,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//NC010","Attack",TRUE,NA,FALSE,35.1383,-77.0358
"NC011","Washington","Siege and Pursuit","1863-03-30","1863-04-20","NC","ME","ME63-01","Indecisive",100,833.333,TRUE,0,"6 regiments and artillery units [US]; Hill's Division [CS]","100 total","Inconclusive (Confederates withdrew.)","IV.2","D","http://www.nps.gov/hps/abpp/battles/nc011.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Monroes Cross Roads to Wyse Fork.pdf",26775,4720.98,18074,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//NC011","Siege",TRUE,NA,FALSE,35.5443,-77.0601
"NC012","Plymouth","Attack","1864-04-17","1864-04-20","NC","ME","ME64-03","Confederate Victory",3200,833.333,TRUE,0,"Plymouth Garrison (4 infantry and artillery units) [US]; Hoke's Division [CS]","2,834 total","Confederate victory","IV.2","C","http://www.nps.gov/hps/abpp/battles/nc012.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Monroes Cross Roads to Wyse Fork.pdf",3280.45,1113.05,1599.65,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","C","","http://aad.archives.gov/aad//NC012","Capture",TRUE,NA,FALSE,35.8665,-76.7519
"NC013","Albemarle Sound","Engagement","1864-05-05","1864-05-05","NC","ME","ME64-03","Indecisive",88,0.0833333,TRUE,0,"9 gunboats [US]; Confederate ram [CS]","88 total","Inconclusive","III.3","C","http://www.nps.gov/hps/abpp/battles/nc013.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Albemarle Sound to Kinston.pdf",30946.2,14214,30946.2,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"","","","http://aad.archives.gov/aad//NC013","Engagement",TRUE,NA,FALSE,35.9786,-76.5369
"NC014","Fort Fisher I","No Data","1864-12-07","1864-12-27","NC","ME","ME64-11","Confederate Victory",320,8.33333,TRUE,0,"Expeditionary Corps, Army of the James [US]; Hoke's Division and Fort Fisher Garrison [CS]","320 total","Confederate victory","IV.1","C","http://www.nps.gov/hps/abpp/battles/nc014.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Albemarle Sound to Kinston.pdf",9714.89,2367.25,8074.59,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"","C","","http://aad.archives.gov/aad//NC014","Expedition",TRUE,NA,FALSE,33.9715,-77.918
"NC015","Fort Fisher II","No Data","1865-01-13","1865-01-15","NC","ME","ME65-01","Union Victory",3642,0.0833333,TRUE,0,"Expeditionary Corps, Army of the James [US]; Hoke's Division and Fort Fisher Garrison [CS]","2,000 total","Union victory","IV.1","A","http://www.nps.gov/hps/abpp/battles/nc015.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Albemarle Sound to Kinston.pdf",12205.6,3343.19,10304,TRUE,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,"A","","","http://aad.archives.gov/aad//NC015","Expedition",TRUE,NA,FALSE,33.9715,-77.918
"NC016","Wilmington","No Data","1865-02-12","1865-02-22","NC","ME","ME65-01","Union Victory",1150,8.33333,TRUE,0,"Cox's, Ames's, and Paine's Divisions (12,000) [US]; Hoke's Division, Hagood's Brigade (6,600) [CS]","1,150 total","Union victory","IV.2","D","http://www.nps.gov/hps/abpp/battles/nc016.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Monroes Cross Roads to Wyse Fork.pdf",28829.8,5916.09,13777.2,TRUE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"C","D","","http://aad.archives.gov/aad//NC016","Occupation",TRUE,NA,FALSE,34.1795,-77.954
"NC017","Wyse Fork","Engagement","1865-03-07","1865-03-10","NC","MW","MW65-01","Union Victory",2800,833.333,TRUE,0,"Divisions: 20,500 total (US 12,000; CS 8,500)","2,601 total (US 1,101; CS 1,500)","Union victory","II.4","D","http://www.nps.gov/hps/abpp/battles/nc017.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Monroes Cross Roads to Wyse Fork.pdf",17308.3,2683.75,12011.5,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//NC017","Battle",TRUE,NA,FALSE,35.224,-77.5297
"NC018","Monroe's Cross Roads","Engagement","1865-03-10","1865-03-10","NC","MW","MW65-01","Indecisive",269,0.0833333,TRUE,0,"Kilpatrick's Cavalry Division (1,850) [US]; Wheeler's and Hampton's Cavalry Division (3,000) [CS]","269 total (US 183; CS 86)","Inconclusive","II.4","D","http://www.nps.gov/hps/abpp/battles/nc018.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Monroes Cross Roads to Wyse Fork.pdf",17527,904.57,13820.2,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//NC018","Engagement",TRUE,NA,FALSE,35.1259,-79.2032
"NC019","Averasborough","Battle","1865-03-16","1865-03-16","NC","MW","MW65-01","Indecisive",1547,0.0833333,TRUE,0,"XX Corps and XIV Corps (25,992) [US]; Hardee's Corps (5,400) [CS]","1,419 total","Inconclusive","III.3","C","http://www.nps.gov/hps/abpp/battles/nc019.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Albemarle Sound to Kinston.pdf",6142.85,3186.73,6142.85,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//NC019","Battle",TRUE,NA,FALSE,35.2661,-78.6721
"NC020","Bentonville","Battle","1865-03-19","1865-03-21","NC","MW","MW65-01","Union Victory",4133,0.0833333,TRUE,0,"Sherman's Right Wing (XX and XIV Corps) [US]; Johnston's Army [CS]","4,738 total (US 1,646; CS 3,092)","Union victory","I.1","A","http://www.nps.gov/hps/abpp/battles/nc020.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Albemarle Sound to Kinston.pdf",31694.4,4269.43,29795.4,TRUE,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"A","","","http://aad.archives.gov/aad//NC020","Battle",TRUE,NA,FALSE,35.2532,-78.6708
"ND001","Big Mound","Action","1863-07-24","1863-07-24","ND","TM","TM63-05","Union Victory",87,0.0833333,TRUE,0,"District of Minnesota [US]; Santee and Teton Sioux [I]","Total unknown (US unknown; I 13)","Union victory","III.3","C","http://www.nps.gov/hps/abpp/battles/nd001.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportNorthDakotaUpdate.pdf",13760.4,5660.71,13760.4,TRUE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"D","D","","http://aad.archives.gov/aad//ND001","Action",TRUE,NA,FALSE,NA,NA
"ND002","Dead Buffalo Lake","Action","1863-07-26","1863-07-26","ND","TM","TM63-05","Union Victory",10,8.33333,TRUE,0,"District of Minnesota [US]; Santee and Teton Sioux [I]","Unknown","Union victory","III.4","D","http://www.nps.gov/hps/abpp/battles/nd002.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportNorthDakotaUpdate.pdf",4449.43,743.46,4449.43,TRUE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//ND002","Action",TRUE,NA,FALSE,NA,NA
