cwsac,combatant,forces_text,description,armies,artillery_batteries,artillery_companies,artillery_regiments,artillery_sections,brigades,cavalry_brigades,cavalry_companies,cavalry_corps,cavalry_divisions,cavalry_regiments,companies,corps,divisions,guns,infantry_regiments,regiments,ships,strength,strength_other
VA118,US,Corps (unknown US; unknown CS),unknown,,,,,,,,,,,,,1,,,,,,,
VA102,CS,"Divisions (6,500 US; 6,000 CS)","6,000",,,,,,,,,,,,,,,,,,,6000,
VA102,US,"Divisions (6,500 US; 6,000 CS)","6,500",,,,,,,,,,,,,,,,,,,6500,
VA012,CS,"Gunboats, 5 [US]; Battery Garrison, unknown [CS]","Battery Garrison, unknown",,,,,,,,,,,,,,,,,,,,
VA012,US,"Gunboats, 5 [US]; Battery Garrison, unknown [CS]","Gunboats, 5",,,,,,,,,,,,,,,,,,5,,
MO029,CS,"Portions of Provisional Cavalry Division, Army of the Border and 3rd Brigade, Provisional Cavalry Division, Department of Missouri [US]; Shelby’s Division, Army of Missouri [CS]","Shelby’s Division, Army of Missouri",,,,,,,,,,,,,,1,,,,,,
MO029,US,"Portions of Provisional Cavalry Division, Army of the Border and 3rd Brigade, Provisional Cavalry Division, Department of Missouri [US]; Shelby’s Division, Army of Missouri [CS]","Portions of Provisional Cavalry Division, Army of the Border and 3rd Brigade, Provisional Cavalry Division, Department of Missouri",,,,,,,2,,,,,,,,,,,,,
TX006,CS,Flotilla of the Western Gulf Blockading Squadron and 150 Army sharpshooters [US]; Garrison of Fort Griffon (Texan Davis Guards) [CS],Garrison of Fort Griffon (Texan Davis Guards),,,,,,,,,,,,,,,,,,,,
TX006,US,Flotilla of the Western Gulf Blockading Squadron and 150 Army sharpshooters [US]; Garrison of Fort Griffon (Texan Davis Guards) [CS],Flotilla of the Western Gulf Blockading Squadron and 150 Army sharpshooters,,,,,,,,,,,,,,,,,,,,
VA089,CS,"Armies (76,113 US; 58,400 CS)","58,400",,,,,,,,,,,,,,,,,,,58400,
VA089,US,"Armies (76,113 US; 58,400 CS)","76,113",,,,,,,,,,,,,,,,,,,76113,
TN006,CS,Murfreesboro Garrison [US]; Forrest’s Cavalry Brigade [CS],Forrest’s Cavalry Brigade,,,,,,,1,,,,,,,,,,,,,
TN006,US,Murfreesboro Garrison [US]; Forrest’s Cavalry Brigade [CS],Murfreesboro Garrison,,,,,,,,,,,,,,,,,,,,
GA016,CS,"IV and XIV Corps, Army of the Cumberland [US]; Army of Tennessee [CS]",Army of Tennessee,1,,,,,,,,,,,,,,,,,,,
GA016,US,"IV and XIV Corps, Army of the Cumberland [US]; Army of Tennessee [CS]","IV and XIV Corps, Army of the Cumberland",,,,,,,,,,,,,2,,,,,,,
AR007,CS,"Second Division, Army of the Frontier [US]; Marmaduke’s Cavalry Division [CS]",Marmaduke’s Cavalry Division,,,,,,,,,,1,,,,,,,,,,
AR007,US,"Second Division, Army of the Frontier [US]; Marmaduke’s Cavalry Division [CS]","Second Division, Army of the Frontier",,,,,,,,,,,,,,1,,,,,,
WV006,CS,Army of Occupation in Western Virginia [US]; Army of the Kanawha [CS],Army of the Kanawha,1,,,,,,,,,,,,,,,,,,,
WV006,US,Army of Occupation in Western Virginia [US]; Army of the Kanawha [CS],Army of Occupation in Western Virginia,1,,,,,,,,,,,,,,,,,,,
VA064,CS,"Corps (16,643 US; approximately 14,000 CS)","approximately 14,000",,,,,,,,,,,,,,,,,,,14000,
VA064,US,"Corps (16,643 US; approximately 14,000 CS)","16,643",,,,,,,,,,,,,,,,,,,16643,
VA111,CS,"Armies (8,500 US; 5,500 CS)","5,500",,,,,,,,,,,,,,,,,,,5500,
VA111,US,"Armies (8,500 US; 5,500 CS)","8,500",,,,,,,,,,,,,,,,,,,8500,
ND005,US,"Army detachments of 8th Minnesota Infantry, 2nd Minnesota Cavalry, 3rd Minnesota Battery, Brackett’s Minnesota Battalion of Cavalry, 6th Iowa Cavalry, 7th Iowa Cavalry, Dakota Cavalry Regiment, Nebraska Scouts, Pope’s Prairie Battery [US]; Santee Sioux (Wahpekute), Teton Sioux (Hunkpapa, Miniconjou, Sans Arc, and Sihasapa [Blackfeet]), and Yankton-Yanktonai Sioux (Pabaksa [Cuthead] and Yanktonai) [I]","Army detachments of 8th Minnesota Infantry, 2nd Minnesota Cavalry, 3rd Minnesota Battery, Brackett’s Minnesota Battalion of Cavalry, 6th Iowa Cavalry, 7th Iowa Cavalry, Dakota Cavalry Regiment, Nebraska Scouts, Pope’s Prairie Battery",,1,,,,,,,,,3.5,,,,,1,,,,
ND005,I,"Army detachments of 8th Minnesota Infantry, 2nd Minnesota Cavalry, 3rd Minnesota Battery, Brackett’s Minnesota Battalion of Cavalry, 6th Iowa Cavalry, 7th Iowa Cavalry, Dakota Cavalry Regiment, Nebraska Scouts, Pope’s Prairie Battery [US]; Santee Sioux (Wahpekute), Teton Sioux (Hunkpapa, Miniconjou, Sans Arc, and Sihasapa [Blackfeet]), and Yankton-Yanktonai Sioux (Pabaksa [Cuthead] and Yanktonai) [I]","Santee Sioux (Wahpekute), Teton Sioux (Hunkpapa, Miniconjou, Sans Arc, and Sihasapa [Blackfeet]), and Yankton-Yanktonai Sioux (Pabaksa [Cuthead] and Yanktonai)",,,,,,,,,,,,,,,,,,,,
TN034,CS,XXIII Army Corps and elements of IV Army Corps [US]; Army of Tennessee [CS],Army of Tennessee,1,,,,,,,,,,,,,,,,,,,
TN034,US,XXIII Army Corps and elements of IV Army Corps [US]; Army of Tennessee [CS],XXIII Army Corps and elements of IV Army Corps,,,,,,,,,,,,,1.5,,,,,,,
TN030,CS,"Fort Pillow Garrison (approx. 600) [US]; Brig. Gen. James R. Chalmers’s 1st Division, Forrest’s Cavalry Corps [CS]","Brig. Gen. James R. Chalmers’s 1st Division, Forrest’s Cavalry Corps",,,,,,,,,,1,,,,,,,,,,
TN030,US,"Fort Pillow Garrison (approx. 600) [US]; Brig. Gen. James R. Chalmers’s 1st Division, Forrest’s Cavalry Corps [CS]",Fort Pillow Garrison (approx. 600),,,,,,,,,,,,,,,,,,,600,
VA113,CS,"Divisions (5,500 US; 4,100 CS)","4,100",,,,,,,,,,,,,,,,,,,4100,
VA113,US,"Divisions (5,500 US; 4,100 CS)","5,500",,,,,,,,,,,,,,,,,,,5500,
VA045,CS,Corps,,,,,,,,,,,,,,1,,,,,,,
VA045,US,Corps,,,,,,,,,,,,,,1,,,,,,,
