battle,belligerent,description,commanders,strength,regiments,companies,brigades,divisions,corps,armies,cavalry_regiments,cavalry_brigades,cavalry_divisions,cavalry_corps,cavalry_companies,artillery_batteries,artillery_companies,artillery_regiments,artillery_sections,infantry_regiments,strength_other,ships,guns
MO028,US,"2nd Brigade and 4th Brigade, Provisional Cavalry Division, Department of the Missouri","[{'fullname': 'John H. McNeil', 'last_name': 'McNeil', 'first_name': 'John', 'middle_name': 'H.', 'rank': 'Brigadier General', 'suffix': ''}]",,,,,,,,,2,,,,,,,,,,,
MO029,CS,"Shelby’s Division, Army of Missouri","[{'fullname': 'Joseph O. Shelby', 'last_name': 'Shelby', 'first_name': 'Joseph', 'middle_name': 'O.', 'rank': 'Brigadier General', 'suffix': ''}]",,,,,1,,,,,,,,,,,,,,,
MO029,US,"Portions of Provisional Cavalry Division, Army of the Border and 3rd Brigade, Provisional Cavalry Division, Department of Missouri","[{'fullname': 'James G. Blunt', 'last_name': 'Blunt', 'first_name': 'James', 'middle_name': 'G.', 'rank': 'Major General', 'suffix': ''}]",,,,,,,,,2,,,,,,,,,,,
MS001,CS,"1st Division, Army of the West","[{'fullname': 'Sterling Price', 'last_name': 'Price', 'first_name': 'Sterling', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",,,,,1,,,,,,,,,,,,,,,
MS001,US,"2nd Division and Cavalry Division, Army of the Mississippi","[{'fullname': 'William S. Rosecrans', 'last_name': 'Rosecrans', 'first_name': 'William', 'middle_name': 'S.', 'rank': 'Major General', 'suffix': ''}]",,,,,1,,,,,2,,,,,,,,,,
MS002,CS,Army of the West Tennessee,"[{'fullname': 'Earl Van Dorn', 'last_name': 'Van Dorn', 'first_name': 'Earl', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",,,,,,,1,,,,,,,,,,,,,
MS002,US,Army of the Mississippi,"[{'fullname': 'William S. Rosencrans', 'last_name': 'Rosencrans', 'first_name': 'William', 'middle_name': 'S.', 'rank': 'Major General', 'suffix': ''}]",,,,,,,1,,,,,,,,,,,,,
MS003,CS,Department of Mississippi and East Louisiana,"[{'fullname': 'John C. Pemberton', 'last_name': 'Pemberton', 'first_name': 'John', 'middle_name': 'C.', 'rank': 'Lieutenant General', 'suffix': ''}, {'fullname': 'Stephen D. Lee', 'last_name': 'Lee', 'first_name': 'Stephen', 'middle_name': 'D.', 'rank': 'Brigadier General', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
MS003,US,"Right Wing, Army of the Tennessee and Mississippi River Squadron","[{'fullname': 'William T. Sherman', 'last_name': 'Sherman', 'first_name': 'William', 'middle_name': 'T.', 'rank': 'Major General', 'suffix': ''}, {'fullname': 'David D. Porter', 'last_name': 'Porter', 'first_name': 'David', 'middle_name': 'D.', 'rank': 'Acting Rear Admiral', 'suffix': ''}]",,,,,,,0.5,,,,,,,,,,,,,
MS004,CS,Grand Gulf Garrison,"[{'fullname': 'John S. Bowen', 'last_name': 'Bowen', 'first_name': 'John', 'middle_name': 'S.', 'rank': 'Brigadier General', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
MS004,US,"Mississippi Squadron and Companies A, B, D, F, G, H, and K of the 58th Ohio Volunteer Infantry Regiment","[{'fullname': 'David D. Porter', 'last_name': 'Porter', 'first_name': 'David', 'middle_name': 'D.', 'rank': 'Rear Admiral', 'suffix': ''}]",,1,,,,,,,,,,,,,,,,,,
MS005,CS,Hebert’s Brigade,"[{'fullname': 'Louis Hebert', 'last_name': 'Hebert', 'first_name': 'Louis', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",,,,1,,,,,,,,,,,,,,,,
MS005,US,"2nd Division, XV Corps, Army of the Tennessee and a flotilla of 8 gunboats and 10 transports, Mississippi River Squadron","[{'fullname': 'Francis P. Blair , Jr.', 'last_name': 'Blair', 'first_name': 'Francis', 'middle_name': 'P.', 'rank': 'Major General', 'suffix': 'Jr.'}, {'fullname': 'K. Randolph Breese', 'last_name': 'Breese', 'first_name': 'K.', 'middle_name': 'Randolph', 'rank': 'Lieutenant Commander', 'suffix': ''}]",,,,,1,,,,,,,,,,,,,,8,
MS006,CS,one detached division,"[{'fullname': 'John S. Bowen', 'last_name': 'Bowen', 'first_name': 'John', 'middle_name': 'S.', 'rank': 'Brigadier General', 'suffix': ''}]",,,,,1,,,,,,,,,,,,,,,
MS006,US,"XIII Army Corps, 3rd Division, XVII Corps","[{'fullname': 'John A. McClernand', 'last_name': 'McClernand', 'first_name': 'John', 'middle_name': 'A.', 'rank': 'Major General', 'suffix': ''}, {'fullname': 'John A. Logan', 'last_name': 'Logan', 'first_name': 'John', 'middle_name': 'A.', 'rank': 'Major General', 'suffix': ''}]",,,,,1,1,,,,,,,,,,,,,,
MS007,CS,Gregg’s Task Force,"[{'fullname': 'John Gregg', 'last_name': 'Gregg', 'first_name': 'John', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
MS007,US,"XVII Army Corps, Army of the Tennessee","[{'fullname': 'James B. McPherson', 'last_name': 'McPherson', 'first_name': 'James', 'middle_name': 'B.', 'rank': 'Major General', 'suffix': ''}]",,,,,,1,,,,,,,,,,,,,,
MS008,CS,Jackson Garrison,"[{'fullname': 'John Gregg', 'last_name': 'Gregg', 'first_name': 'John', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
MS008,US,"XV and XVII Army Corps, Army of the Tennessee","[{'fullname': 'William T. Sherman', 'last_name': 'Sherman', 'first_name': 'William', 'middle_name': 'T.', 'rank': 'Major General', 'suffix': ''}, {'fullname': 'James B. McPherson', 'last_name': 'McPherson', 'first_name': 'James', 'middle_name': 'B.', 'rank': 'Major General', 'suffix': ''}]",,,,,,2,,,,,,,,,,,,,,
MS009,CS,Army of Vicksburg,"[{'fullname': 'John C. Pemberton', 'last_name': 'Pemberton', 'first_name': 'John', 'middle_name': 'C.', 'rank': 'Lieutenant General', 'suffix': ''}]",,,,,,,1,,,,,,,,,,,,,
MS009,US,Army of the Tennessee,"[{'fullname': 'Ulysses S. Grant', 'last_name': 'Grant', 'first_name': 'Ulysses', 'middle_name': 'S.', 'rank': 'Major General', 'suffix': ''}]",,,,,,,1,,,,,,,,,,,,,
MS010,CS,Bowen’s Division and Vaughn’s East Tennessee Brigade,"[{'fullname': 'John S. Bowen', 'last_name': 'Bowen', 'first_name': 'John', 'middle_name': 'S.', 'rank': 'Brigadier General', 'suffix': ''}, {'fullname': 'John Vaughn', 'last_name': 'Vaughn', 'first_name': 'John', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",,,,,1,,,,,,,,,,,,,,,
MS010,US,"XIII Army Corps, Army of the Tennessee","[{'fullname': 'John A. McClernand', 'last_name': 'McClernand', 'first_name': 'John', 'middle_name': 'A.', 'rank': 'Major General', 'suffix': ''}]",,,,,,1,,,,,,,,,,,,,,
MS011,CS,Army of Vicksburg,"[{'fullname': 'John C. Pemberton', 'last_name': 'Pemberton', 'first_name': 'John', 'middle_name': 'C.', 'rank': 'Lieutenant General', 'suffix': ''}]",,,,,,,1,,,,,,,,,,,,,
MS011,US,"Army of the Tennessee, Mississippi River Squadron","[{'fullname': 'Ulysses S. Grant', 'last_name': 'Grant', 'first_name': 'Ulysses', 'middle_name': 'S.', 'rank': 'Major General', 'suffix': ''}, {'fullname': 'David D. Porter', 'last_name': 'Porter', 'first_name': 'David', 'middle_name': 'D.', 'rank': 'Rear Admiral', 'suffix': ''}]",,,,,,,1,,,,,,,,,,,,,
MS012,CS,"Department of Alabama, Mississippi, and East Louisiana","[{'fullname': 'Leonidas Polk', 'last_name': 'Polk', 'first_name': 'Leonidas', 'middle_name': '', 'rank': 'Lieutenant General', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
MS012,US,Department of the Tennessee,"[{'fullname': 'William T. Sherman', 'last_name': 'Sherman', 'first_name': 'William', 'middle_name': 'T.', 'rank': 'Major General', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
MS013,CS,Forrest’s Cavalry Corps,"[{'fullname': 'Nathan Bedford Forrest', 'last_name': 'Forrest', 'first_name': 'Nathan', 'middle_name': 'Bedford', 'rank': 'Major General', 'suffix': ''}]",,,,,,,,,,,1,,,,,,,,,
MS013,US,Meridian Mississippi Expedition Cavalry,"[{'fullname': 'William Sooy Smith', 'last_name': 'Smith', 'first_name': 'William', 'middle_name': 'Sooy', 'rank': 'Brigadier General', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
MS014,CS,Forrest’s Cavalry Corps,"[{'fullname': 'Nathan Bedford Forrest', 'last_name': 'Forrest', 'first_name': 'Nathan', 'middle_name': 'Bedford', 'rank': 'Major General', 'suffix': ''}]",,,,,,,,,,,1,,,,,,,,,
MS014,US,Mississippi Expedition,"[{'fullname': 'Samuel D. Sturgis', 'last_name': 'Sturgis', 'first_name': 'Samuel', 'middle_name': 'D.', 'rank': 'Brigadier General', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
MS015,CS,"Department of Alabama, Mississippi, and East Louisiana","[{'fullname': 'Stephen D. Lee', 'last_name': 'Lee', 'first_name': 'Stephen', 'middle_name': 'D.', 'rank': 'Lieutenant General', 'suffix': ''}, {'fullname': 'Nathan Bedford Forrest', 'last_name': 'Forrest', 'first_name': 'Nathan', 'middle_name': 'Bedford', 'rank': 'Major General', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
MS015,US,"1st and 3rd Infantry Divisions and Cavalry Division, XVI Army Corps, and 1st Brigade, U.S. Colored Troops","[{'fullname': 'Andrew J. Smith', 'last_name': 'Smith', 'first_name': 'Andrew', 'middle_name': 'J.', 'rank': 'Major General', 'suffix': ''}]",,,,1,2,,,,,1,,,,,,,,,,
MS016,CS,"Army of the Mississippi, Department No. 2","[{'fullname': 'P.G.T. Beauregard', 'last_name': 'Beauregard', 'first_name': 'P.G.T.', 'middle_name': '', 'rank': 'General', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
MS016,US,Department of the Mississippi,"[{'fullname': 'Henry W. Halleck', 'last_name': 'Halleck', 'first_name': 'Henry', 'middle_name': 'W.', 'rank': 'Major General', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
NC001,CS,Hatteras Island garrison,"[{'fullname': 'William F. Martin', 'last_name': 'Martin', 'first_name': 'William', 'middle_name': 'F.', 'rank': 'Colonel', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
NC001,US,"9th (220 men) and 20th New York (500 men) regiments, 60 of the 2nd United States Artillery, 100 Coast Guard guardians, 55 Marines, and the Atlantic Blockading Squadron","[{'fullname': 'Benjamin Butler', 'last_name': 'Butler', 'first_name': 'Benjamin', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}, {'fullname': 'Silas Stringham', 'last_name': 'Stringham', 'first_name': 'Silas', 'middle_name': '', 'rank': 'Flag Officer', 'suffix': ''}]",935,,,,,,,,,,,,,,,,,,,
NC002,CS,Wise’s Legion,"[{'fullname': 'Henry Wise', 'last_name': 'Wise', 'first_name': 'Henry', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
NC002,US,Department of North Carolina and the North Atlantic Blockading Squadron,"[{'fullname': 'Ambrose E. Burnside', 'last_name': 'Burnside', 'first_name': 'Ambrose', 'middle_name': 'E.', 'rank': 'Brigadier General', 'suffix': ''}, {'fullname': 'Louis M. Goldsborough', 'last_name': 'Goldsborough', 'first_name': 'Louis', 'middle_name': 'M.', 'rank': 'Flag Officer', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
NC003,CS,"1st Division, Department of North Carolina",[],,,,,1,,,,,,,,,,,,,,,
NC003,US,Department North Carolina and the Naval Forces in Pamlico Sound,"[{'fullname': 'Ambrose Burnside', 'last_name': 'Burnside', 'first_name': 'Ambrose', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}, {'fullname': 'Stephen C. Rowan', 'last_name': 'Rowan', 'first_name': 'Stephen', 'middle_name': 'C.', 'rank': 'Commander', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
NC004,CS,Fort Macon garrison,"[{'fullname': 'Moses J. White', 'last_name': 'White', 'first_name': 'Moses', 'middle_name': 'J.', 'rank': 'Colonel', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
NC004,US,"3rd Division, Department of North Carolina, and Naval forces in North Carolina","[{'fullname': 'John G. Parke', 'last_name': 'Parke', 'first_name': 'John', 'middle_name': 'G.', 'rank': 'Brigadier General', 'suffix': ''}, {'fullname': 'Samuel Lockwood', 'last_name': 'Lockwood', 'first_name': 'Samuel', 'middle_name': '', 'rank': 'Commander', 'suffix': ''}]",,,,,1,,,,,,,,,,,,,,,
NC005,CS,"3rd Georgia Infantry Regiment, Colonel Ferebee’s North Carolina Militia, McComas’s Battery, and Captain Gillett’s Southhampton Cavalry Company","[{'fullname': 'Ambrose Wright', 'last_name': 'Wright', 'first_name': 'Ambrose', 'middle_name': '', 'rank': 'Colonel', 'suffix': ''}]",,2,,,,,,,,,,1,1,,,,,,,
NC005,US,"2nd and 4th Brigades, 2nd Division, Department of North Carolina","[{'fullname': 'Jesse Reno', 'last_name': 'Reno', 'first_name': 'Jesse', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",,,,2,,,,,,,,,,,,,,,,
NC006,CS,44th North Carolina Infantry,"[{'fullname': 'George Singletary', 'last_name': 'Singletary', 'first_name': 'George', 'middle_name': '', 'rank': 'Colonel', 'suffix': ''}]",,1,,,,,,,,,,,,,,,,,,
NC006,US,"24th Massachusetts Volunteer Infantry, Captain George F. Jocknick’s company of the 3rd New York Cavalry and two pieces of artillery","[{'fullname': 'F. A. Osborne', 'last_name': 'Osborne', 'first_name': 'F.', 'middle_name': 'A.', 'rank': 'Lieutenant Colonel', 'suffix': ''}]",,1,,,,,,,,,,1,,,,,,,,
NC007,CS,Evans’s Brigade,"[{'fullname': 'Nathan Evans', 'last_name': 'Evans', 'first_name': 'Nathan', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",,,,1,,,,,,,,,,,,,,,,
NC007,US,"Department of North Carolina, 1st Division, and USN Neuse River Flotilla","[{'fullname': 'John G. Foster', 'last_name': 'Foster', 'first_name': 'John', 'middle_name': 'G.', 'rank': 'Brigadier General', 'suffix': ''}, {'fullname': 'Alexander Murry', 'last_name': 'Murry', 'first_name': 'Alexander', 'middle_name': '', 'rank': 'Commander', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,1,
NC008,CS,Robertson’s Brigade,"[{'fullname': 'Beverly Robertson', 'last_name': 'Robertson', 'first_name': 'Beverly', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",,,,1,,,,,,,,,,,,,,,,
NC008,US,"Five companies of the 3rd New York Cavalry, a section of artillery from the 23rd New York Independent Battery, Colonel Thomas J. C. Amory’s Brigade, and Thomas G. Stevenson’s Brigade","[{'fullname': 'John G. Foster', 'last_name': 'Foster', 'first_name': 'John', 'middle_name': 'G.', 'rank': 'Brigadier General', 'suffix': ''}, {'fullname': 'Jeptha Garrard', 'last_name': 'Garrard', 'first_name': 'Jeptha', 'middle_name': '', 'rank': 'Major', 'suffix': ''}]",,,,2,,,,,,,,5,,,,1,,,,
NC009,CS,Clingman’s Brigade,"[{'fullname': 'Thomas Clingman', 'last_name': 'Clingman', 'first_name': 'Thomas', 'middle_name': '', 'rank': 'Brigadier General', 'suffix': ''}]",,,,2,,,,,,,,,,,,,,,,
NC009,US,"Department of North Carolina, 1st Division","[{'fullname': 'John G. Foster', 'last_name': 'Foster', 'first_name': 'John', 'middle_name': 'G.', 'rank': 'Brigadier General', 'suffix': ''}]",,,,,1,,,,,,,,,,,,,,,
NC010,CS,Hill’s Division,"[{'fullname': 'D. H. Hill', 'last_name': 'Hill', 'first_name': 'D.', 'middle_name': 'H.', 'rank': 'Major General', 'suffix': ''}]",,,,,1,,,,,,,,,,,,,,,
NC010,US,"1st Division, XVIII Corps, and the Naval forces in the Sounds of North Carolina","[{'fullname': 'Hiram Anderson', 'last_name': 'Anderson', 'first_name': 'Hiram', 'middle_name': '', 'rank': 'Lieutenant Colonel', 'suffix': ''}, {'fullname': 'Alexander Murray', 'last_name': 'Murray', 'first_name': 'Alexander', 'middle_name': '', 'rank': 'Commander', 'suffix': ''}]",,,,,1,,,,,,,,,,,,,,,
NC011,CS,Hill’s Division,"[{'fullname': 'D. H. Hill', 'last_name': 'Hill', 'first_name': 'D.', 'middle_name': 'H.', 'rank': 'Major General', 'suffix': ''}]",,,,,1,,,,,,,,,,,,,,,
NC011,US,"The Washington garrison, the relief column of the XVIII Corps, and the Naval Forces in the Pamlico Sound","[{'fullname': 'John G. Foster', 'last_name': 'Foster', 'first_name': 'John', 'middle_name': 'G.', 'rank': 'Brigadier General', 'suffix': ''}, {'fullname': 'Henry K. Davenport', 'last_name': 'Davenport', 'first_name': 'Henry', 'middle_name': 'K.', 'rank': 'Commander', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
NC012,CS,Hoke’s Division,"[{'fullname': 'Robert Hoke', 'last_name': 'Hoke', 'first_name': 'Robert', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",,,,,1,,,,,,,,,,,,,,,
NC012,US,Plymouth garrison,"[{'fullname': 'Henry W. Wessells', 'last_name': 'Wessells', 'first_name': 'Henry', 'middle_name': 'W.', 'rank': 'Colonel', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
NC013,CS,"the Ironclad Ram CSS Albemarle, transport steamer CSS Cotton Plant, and the Erie Canal steamer CSS Bombshell","[{'fullname': 'James W. Cooke', 'last_name': 'Cooke', 'first_name': 'James', 'middle_name': 'W.', 'rank': 'Commander', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,2,
NC013,US,Albemarle Sound Naval Squadron,"[{'fullname': 'Melancton Smith', 'last_name': 'Smith', 'first_name': 'Melancton', 'middle_name': '', 'rank': 'Captain', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
NC014,CS,Hoke’s Division and the Fort Fisher garrison,"[{'fullname': 'General Robert Hoke', 'last_name': 'Hoke', 'first_name': 'Robert', 'middle_name': '', 'rank': 'Major', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
NC014,US,"Expeditionary Corps, Army of the James, and the North Atlantic Blockading Squadron","[{'fullname': 'Benjamin Butler', 'last_name': 'Butler', 'first_name': 'Benjamin', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}, {'fullname': 'David D. Porter', 'last_name': 'Porter', 'first_name': 'David', 'middle_name': 'D.', 'rank': 'Rear Admiral', 'suffix': ''}]",,,,,,1,,,,,,,,,,,,,,
NC015,CS,Hoke’s Division and the Fort Fisher garrison,"[{'fullname': 'Braxton Bragg', 'last_name': 'Bragg', 'first_name': 'Braxton', 'middle_name': '', 'rank': 'General', 'suffix': ''}, {'fullname': 'Robert Hoke', 'last_name': 'Hoke', 'first_name': 'Robert', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}, {'fullname': 'Charles Lamb', 'last_name': 'Lamb', 'first_name': 'Charles', 'middle_name': '', 'rank': 'Colonel', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
NC015,US,"Expeditionary Corps, Army of the James, and the North Atlantic Blockading Squadron","[{'fullname': 'David D. Porter', 'last_name': 'Porter', 'first_name': 'David', 'middle_name': 'D.', 'rank': 'Rear Admiral', 'suffix': ''}, {'fullname': 'Alfred Terry', 'last_name': 'Terry', 'first_name': 'Alfred', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",,,,,,1,,,,,,,,,,,,,,
NC016,CS,Major General Robert F. Hoke’s Division and Brigadier General Johnson Hagood’s Brigade,"[{'fullname': 'Braxton Bragg', 'last_name': 'Bragg', 'first_name': 'Braxton', 'middle_name': '', 'rank': 'General', 'suffix': ''}]",,,,1,1,,,,,,,,,,,,,,,
NC016,US,"Department of North Carolina, Army of the Ohio, and the North Atlantic Blockading Squadron","[{'fullname': 'John Schofield', 'last_name': 'Schofield', 'first_name': 'John', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}, {'fullname': 'David D. Porter', 'last_name': 'Porter', 'first_name': 'David', 'middle_name': 'D.', 'rank': 'Rear Admiral', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
NC017,CS,"Major Generals Robert F. Hoke and Daniel H. Hill’s Division’s, Department of North Carolina","[{'fullname': 'Braxton Bragg', 'last_name': 'Bragg', 'first_name': 'Braxton', 'middle_name': '', 'rank': 'General', 'suffix': ''}]",,,,,2,,,,,,,,,,,,,,,
NC017,US,Major General Jacob D. Cox’s Provisional Corps,"[{'fullname': 'John Schofield', 'last_name': 'Schofield', 'first_name': 'John', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",,,,,,1,,,,,,,,,,,,,,
NC018,CS,Hampton’s Cavalry Command (Wheeler’s Cavalry Corps and Butler’s Division),"[{'fullname': 'Joseph Wheeler', 'last_name': 'Wheeler', 'first_name': 'Joseph', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}, {'fullname': 'Wade Hampton', 'last_name': 'Hampton', 'first_name': 'Wade', 'middle_name': '', 'rank': 'Lieutenant General', 'suffix': ''}, {'fullname': 'Matthew C. Butler', 'last_name': 'Butler', 'first_name': 'Matthew', 'middle_name': 'C.', 'rank': 'Major General', 'suffix': ''}]",,,,,,,,,,1,1,,,,,,,,,
NC018,US,3rd Cavalry Division,"[{'fullname': 'H. Judson Kilpatrick', 'last_name': 'Kilpatrick', 'first_name': 'H.', 'middle_name': 'Judson', 'rank': 'Brevet Major General', 'suffix': ''}]",,,,,1,,,,,,,,,,,,,,,
NC019,CS,"Hardee’s Corps, Wheeler’s Cavalry Corps","[{'fullname': 'William Hardee', 'last_name': 'Hardee', 'first_name': 'William', 'middle_name': '', 'rank': 'Lieutenant General', 'suffix': ''}, {'fullname': 'Joseph Wheeler', 'last_name': 'Wheeler', 'first_name': 'Joseph', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",,,,,,,,,,,2,,,,,,,,,
NC019,US,"XX and XIV Corps, Army of Georgia","[{'fullname': 'William T. Sherman', 'last_name': 'Sherman', 'first_name': 'William', 'middle_name': 'T.', 'rank': 'Major General', 'suffix': ''}, {'fullname': 'Henry Slocum', 'last_name': 'Slocum', 'first_name': 'Henry', 'middle_name': '', 'rank': 'Major General', 'suffix': ''}]",,,,,,2,,,,,,,,,,,,,,
NC020,CS,"The Army of Tennessee, Stewart's Corps, the Department of North Carolina, and the Department of South Carolina, Georgia and Florida","[{'fullname': 'Joseph E. Johnston', 'last_name': 'Johnston', 'first_name': 'Joseph', 'middle_name': 'E.', 'rank': 'General', 'suffix': ''}]",,,,,,,,,,,,,,,,,,,,
