"battle","start_date_1","end_date_1","outcome_cwsac1","significance","theater","campaign","casualties_total_cwsac","casualties_US_cwsac","casualties_CS_cwsac","casualties_mipat_cwsac","core_area","study_area","cwsac_name","outcome_cwsac2","start_date_2","end_date_2","strength_CS_cwsac","strength_US_cwsac","state","casualties_mipat_ken","casualties_total_ken","casualties_US_ken","casualties_CS_ken","strength_US_liv","strength_CS_liv","casualties_US_liv","casualties_CS_liv","outcome_liv","casualties_CS_phi","casualties_US_phi","outcome_bod","casualties_CS_bod","casualties_US_bod","strength_CS_bod","strength_US_bod","casualties_CS_fox","casualties_US_fox","outcome_fox","casualties_US_cdb90","casualties_CS_cdb90","strength_US_cdb90","strength_CS_cdb90","attacker_cdb90","outcome_cdb90","naval_battle","siege","outcome_dbp","dbpedia_uri","strength_US_wiki","strength_CS_wiki","casualties_US_wiki","casualties_CS_wiki","attacker","surrender","start_date","end_date","battle_name","duration","mid_date","battle_num","strength_US","casualties_US","strength_CS","casualties_CS","battle_name_short","outcome","lat","long"
"MS012","1864-02-14","1864-02-20","Union","C","Western","Meridian and Yazoo River Expeditions [February 1864]",,,,7,0,3087.57,"Meridian","Union","1864-02-13","1864-02-15",,,"MS",5,,170,,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Meridian",26847,,170,,"US","None","1864-02-14","1864-02-15","Battle of Meridian",2,"1864-02-14",220,25315.0788367999,168.8933351784,7917.2093116044,386.5680773314,"Meridian","Union",32.3654,-88.7043
"MS013","1864-02-22","1864-02-22","Confederate","B","Western","Meridian and Yazoo River Expeditions [February 1864]",150,100,50,0,2325.29,38415.04,"Okolona","Confederate","1864-02-22","1864-02-22",,,"MS",0,532,388,144,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Okolona",7000,2500,100,50,"CS","None","1864-02-22","1864-02-22","Battle of Okolona",1,"1864-02-22",222,6827.2179265106,148.9664496382,2496.6630657927,65.124623738,"Okolona","Confederate",34.0021,-88.7556
"MS014","1864-06-10","1864-06-10","Confederate","B","Western","Forrest's Defense of Mississippi [June-August 1864]",3105,2610,495,0,1070.36,3237.8,"Brice’s Cross Roads","Confederate","1864-06-10","1864-06-10",,,"MS",0,3105,2612,493,,,,,,606,2240,,,,,,492,2240,"Confederate",,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Brice's_Crossroads",8500,3200,2610,492,"CS","None","1864-06-10","1864-06-10","Battle of Brice's Crossroads",1,"1864-06-10",266,7809.5104561494,2446.4971256463,3272.4769943119,499.7002406686,"Brice's Crossroads","Confederate",34.5061,-88.7289
"MS015","1864-07-14","1864-07-15","Union","B","Western","Forrest's Defense of Mississippi [June-August 1864]",1948,648,1300,0,2009.45,13053.94,"Tupelo","Union","1864-07-14","1864-07-15",,,"MS",0,2000,674,1326,14000,6600,636,1326,"Union",700,648,,,,,,1308,528,"Union",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Tupelo",14000,8000,648,1300,"CS","None","1864-07-14","1864-07-15","Battle of Tupelo",2,"1864-07-14",282,13382.7826099149,652.0498066819,7828.0746349337,1225.0692507315,"Tupelo","Union",34.2557,-88.7377
"MS016","1862-04-29","1862-06-10","Union","B","Western","Federal Penetration up the Cumberland and Tennessee Rivers [February-June 1862]",,,,7,3756.32,29463.63,"Siege of Corinth","Union","1862-04-29","1862-06-10",,,"MS",0,2000,1000,1000,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Siege_of_Corinth",120000,65000,1000,1000,"US","None","1862-04-29","1862-06-10","Siege of Corinth",43,"1862-05-20",72,113834.078488563,931.7856204427,66146.7397233403,1128.7809010154,"Corinth","Union",34.934,-88.522
"NC001","1861-08-28","1861-08-29","Union","C","Eastern","Blockade of the Carolina Coast [August 1861]",773,3,770,0,2182.26,14205.43,"Hatteras Inlet Batteries","Union","1861-08-28","1861-08-29",,935,"NC",0,673,3,670,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Hatteras_Inlet_Batteries",935,900,3,715,"US","Confederate complete","1861-08-28","1861-08-29","Battle of Hatteras Inlet Batteries",2,"1861-08-28",14,888.6902780782,2.709516631,900.156735726,696.3973957448,"Hatteras Inlet Batteries","Union",35.1864,-75.7645
"NC002","1862-02-07","1862-02-08","Union","B","Eastern","Burnside's North Carolina Expedition [February-June 1862]",2907,264,2643,0,2966.33,12304.16,"Roanoke Island","Union","1862-02-07","1862-02-08",,,"NC",0,2907,264,2643,,,,,,,,,,,,,2608,264,"Union",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Roanoke_Island",10000,3000,264,2643,"US","Confederate complete","1862-02-07","1862-02-08","Battle of Roanoke Island",2,"1862-02-07",42,9318.7939587033,254.5258554442,3013.366587424,2600.0523704953,"Roanoke Island","Union",35.8783,-75.6678
"NC003","1862-03-14","1862-03-14","Union","B","Eastern","Burnside's North Carolina Expedition [February-June 1862]",1080,,,6,696.31,3917.62,"New Berne","Union","1862-03-14","1862-03-14",,,"NC",0,1085,476,609,,,,,,583,557,,,,,,578,471,"Union",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_New_Bern",,,471,578,"US","None","1862-03-14","1862-03-14","Battle of New Bern",1,"1862-03-14",47,13319.8721838425,474.3970739571,6598.1700763935,597.2695470681,"New Bern","Union",35.0428,-77.0148
"NC004","1862-03-23","1862-04-26","Union","C","Eastern","Burnside's North Carolina Expedition [February-June 1862]",490,10,480,0,1200.27,2897.66,"Fort Macon","Union","1862-03-23","1862-04-26",,,"NC",0,442,3,439,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Fort_Macon",3259,450,15,424,"US","Confederate complete","1862-03-23","1862-04-26","Battle of Fort Macon",35,"1862-04-09",54,3055.2953757985,8.3493236146,458.2987179431,400.0712129726,"Fort Macon","Union",34.696111,-76.678889
"NC005","1862-04-19","1862-04-19","Inconclusive","D","Eastern","Burnside's North Carolina Expedition [February-June 1862]",150,,,6,1100.12,3206.82,"South Mills","Inconclusive","1862-04-19","1862-04-19",,,"NC",0,139,114,25,,,,,,,,,,,,,28,127,"Inconclusive",,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_South_Mills",,,114,25,"US","None","1862-04-19","1862-04-19","Battle of South Mills",1,"1862-04-19",53,4525.3070934657,107.0157446181,2190.1859663862,34.4080218358,"South Mills","Inconclusive",36.4304,-76.3033
"NC006","1862-06-05","1862-06-05","Union","D","Eastern","Burnside's North Carolina Expedition [February-June 1862]",40,,,6,156.67,2077.84,"Tranter’s Creek","Union","1862-06-05","1862-06-05",,,"NC",6,40,,,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Tranter's_Creek",,,,,"US","None","1862-06-05","1862-06-05","Battle of Tranter's Creek",1,"1862-06-05",67,1592.0675741077,10.2091229966,867.3204365228,33.0627495965,"Tranter's Creek","Union",35.6186,-77.1431
"NC007","1862-12-14","1862-12-14","Union","D","Eastern","Goldsboro Expedition [December 1862]",685,,,6,2088.26,10555.78,"Kinston","Union","1862-12-13","1862-12-14",,,"NC",0,685,160,525,,,,,,,,,,,,,739,591,"Inconclusive",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Kinston",10000,4000,260,525,"US","None","1862-12-14","1862-12-14","Battle of Kinston",1,"1862-12-14",117,9877.6189640002,288.7852119162,4063.9438140318,545.9573343392,"Kinston","Union",35.2441,-77.5847
"NC008","1862-12-16","1862-12-16","Inconclusive","D","Eastern","Goldsboro Expedition [December 1862]",150,,,6,376.1,7274.28,"White Hall","Inconclusive","1862-12-16","1862-12-16",,,"NC",6,150,,,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_White_Hall",30000,212,,,"US","None","1862-12-16","1862-12-16","Battle of White Hall",1,"1862-12-16",119,28668.645673174,89.0107223089,216.8290541711,65.0480429035,"White Hall","Inconclusive",35.2272,-77.8464
"NC009","1862-12-17","1862-12-17","Union","C","Eastern","Goldsboro Expedition [December 1862]",220,,,6,602.36,1990.46,"Goldsborough Bridge","Union","1862-12-17","1862-12-17",,,"NC",6,220,,,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Goldsboro_Bridge",,,,,"US","None","1862-12-17","1862-12-17","Battle of Goldsboro Bridge",1,"1862-12-17",120,4035.0948490446,78.2091006963,2657.4216689459,148.2963713755,"Goldsboro Bridge","Union",35.3396,-78.0288
"NC010","1863-03-13","1863-03-15","Union","D","Eastern","Longstreet's Tidewater Operations [March-April 1863]",7,,,6,950.97,10109.17,"Fort Anderson","Union","1863-03-13","1863-03-15",,,"NC",6,7,,,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Fort_Anderson",45000,12000,,,"CS","None","1863-03-13","1863-03-15","Battle of Fort Anderson",3,"1863-03-14",132,46208.4684094878,1.8504986389,11772.0276303428,4.9881756512,"Fort Anderson","Union",35.1383,-77.0358
"NC011","1863-03-30","1863-04-20","Inconclusive","D","Eastern","Longstreet's Tidewater Operations [March-April 1863]",100,,,6,4720.98,26775.05,"Washington","Inconclusive","1863-03-30","1863-04-20",,,"NC",6,100,,,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Washington",,,40,60,"CS","None","1863-03-30","1863-04-20","Battle of Washington",22,"1863-04-09",142,7816.4196668304,48.7783624173,6554.6570868271,44.1514953989,"Washington","Inconclusive",35.5443,-77.0601
"NC012","1864-04-17","1864-04-20","Confederate","C","Eastern","Operations Against Plymouth [April-May 1864]",2834,,,6,1113.05,3280.45,"Plymouth","Confederate","1864-04-17","1864-04-20",,,"NC",0,3200,2900,300,,,,,,500,1600,,,,,,,1600,"Inconclusive",,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Plymouth_(1864)",,,2000,800,"CS","Union complete","1864-04-17","1864-04-20","Battle of Plymouth (1864)",4,"1864-04-19",234,3384.4876782355,1740.9850983117,6338.4245156224,429.8640452126,"Plymouth (1864)","Confederate",35.8665,-76.7519
"NC013","1864-05-05","1864-05-05","Inconclusive","C","Eastern","Operations Against Plymouth [April-May 1864]",88,,,6,14214.01,30946.17,"Albemarle Sound","Inconclusive","1864-05-05","1864-05-05",,,"NC",6,88,,,,,,,,,,,,,,,,,,,,,,,,"TRUE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Albemarle_Sound",,,31,57,"CS","None","1864-05-05","1864-05-05","Battle of Albemarle Sound",1,"1864-05-05",238,1643.7663853377,38.4993572649,1014.6971137307,50.5980767755,"Albemarle Sound","Inconclusive",35.978561,-76.536942
"NC014","1864-12-07","1864-12-27","Confederate","C","Eastern","Expedition Against Fort Fisher [December 1864]",320,,,6,2367.25,9714.89,"Fort Fisher I","Confederate","1864-12-07","1864-12-27",,,"NC",6,320,,,,,,,,,,,,,,,,,,,,,,,,"FALSE","TRUE","Confederate","http://dbpedia.org/resource/First_Battle_of_Fort_Fisher",,,,,"US","None","1864-12-07","1864-12-27","First Battle of Fort Fisher",21,"1864-12-17",345,1294.7649386892,274.4280385154,2278.9690849418,34.9419738303,"First Fort Fisher","Confederate",33.9715,-77.918
"NC015","1865-01-13","1865-01-15","Union","A","Eastern","Operations Against Fort Fisher and Wilmington [January-February 1865]",2000,,,6,3343.19,12205.58,"Fort Fisher II","Union","1865-01-13","1865-01-15",,,"NC",0,3592,1059,2533,,,,,,2483,955,,,,,,,955,"Union",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Second_Battle_of_Fort_Fisher",9632,1900,1341,583,"US","Confederate complete","1865-01-13","1865-01-15","Second Battle of Fort Fisher",3,"1865-01-14",346,9173.1167384513,794.460187989,1950.4005021463,1432.9059023446,"Second Fort Fisher","Union",33.9715,-77.918
"NC016","1865-02-12","1865-02-22","Union","D","Eastern","Operations Against Fort Fisher and Wilmington [January-February 1865]",1150,,,6,5916.09,28829.79,"Wilmington","Union","1865-02-12","1865-02-22",,,"NC",6,1150,,,,,,,,,,,,,,,,408,"Inconclusive",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Wilmington",12000,6000,305,845,"US","None","1865-02-12","1865-02-22","Battle of Wilmington",11,"1865-02-17",349,12125.2523855308,322.7707164496,6099.7024544584,797.5586378804,"Wilmington","Union",34.1795,-77.954
"NC017","1865-03-07","1865-03-10","Union","D","Western","Carolinas Campaign [February-March 1865]",2601,1101,1500,0,2683.75,17308.31,"Wyse Fork","Union","1865-03-07","1865-03-10",,,"NC",0,2800,1300,1500,,,,,,1500,1101,,,,,,,1336,"Inconclusive",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Wyse_Fork",12000,8500,1101,1500,"US","None","1865-03-07","1865-03-10","Battle of Wyse Fork",4,"1865-03-09",352,11592.1629213948,1143.7015191044,8458.845584411,1494.5902141672,"Wyse Fork","Union",35.224,-77.5297
"NC018","1865-03-10","1865-03-10","Inconclusive","D","Western","Carolinas Campaign [February-March 1865]",269,183,86,0,904.57,17527.05,"Monroe’s Cross Roads","Union","1865-03-10","1865-03-10",,,"NC",0,269,183,86,,,,,,,,,,,,,,183,"Inconclusive",,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Monroe's_Crossroads",1850,3000,183,86,"US","None","1865-03-10","1865-03-10","Battle of Monroe's Crossroads",1,"1865-03-10",353,1788.7653484673,175.715271193,2980.3485181173,91.4242509148,"Monroe's Crossroads","Inconclusive",35.1259,-79.2032
"NC019","1865-03-16","1865-03-16","Inconclusive","C","Western","Carolinas Campaign [February-March 1865]",1419,,,6,3186.73,6142.85,"Averasborough","Inconclusive","1865-03-15","1865-03-16",,,"NC",0,1547,682,865,,,,,,865,554,,,,,,865,678,"Inconclusive",,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Averasborough",25992,5400,682,865,"US","None","1865-03-16","1865-03-16","Battle of Averasborough",1,"1865-03-16",354,25233.1117745613,654.8755102664,5357.9042382327,765.317212842,"Averasborough","Inconclusive",35.2661,-78.6721
"NC020","1865-03-19","1865-03-21","Union","A","Western","Carolinas Campaign [February-March 1865]",4738,1646,3092,0,4269.43,31694.42,"Bentonville","Union","1865-03-19","1865-03-21",,,"NC",0,4133,1527,2606,16127,16895,933,1508,"Union",2825,1646,"Union",3300,1700,30000,60000,2606,1646,"Union",1646,2606,60000,27000,"CS","Union","FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Bentonville",60000,21000,1427,2606,"US","None","1865-03-19","1865-03-21","Battle of Bentonville",3,"1865-03-20",355,54566.4047026792,1525.0356907428,21403.0963303915,3082.4179971607,"Bentonville","Union",35.2532,-78.6708
"NM001","1862-02-20","1862-02-21","Confederate","B","Trans-Mississippi","Sibley's New Mexico Campaign [February-March 1862]",389,202,187,0,6888.07,35432.92,"Valverde","Confederate","1862-02-20","1862-02-21",,,"NM",0,450,263,187,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Valverde",3000,2590,475,190,"US","None","1862-02-20","1862-02-21","Battle of Valverde",2,"1862-02-20",44,2892.1426140191,323.0902414481,2570.6525839264,199.4224923123,"Valverde","Confederate",33.692614,-106.914822
"NM002","1862-03-26","1862-03-28","Union","A","Trans-Mississippi","Sibley's New Mexico Campaign [February-March 1862]",331,142,189,0,992.36,12994.06,"Glorieta Pass","Union","1862-03-26","1862-03-28",,,"NM",0,359,132,227,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Glorieta_Pass",1300,1100,147,222,"US","None","1862-03-26","1862-03-28","Battle of Glorieta Pass",3,"1862-03-27",49,1287.4821800491,143.676960727,1106.4341035849,239.4769877653,"Glorieta Pass","Union",35.5722,-105.754
"OH001","1863-07-19","1863-07-19","Union","C","Western","Morgan's Raid in Kentucky, Indiana, and Ohio [July 1863]",925,25,900,0,1235.82,14130.43,"Buffington Island","Union","1863-07-19","1863-07-19",1700,3000,"OH",0,925,25,900,,,,,,,,,,,,,,,"Confederate",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Buffington_Island",3000,1700,25,902,"US","Confederate partial","1863-07-19","1863-07-19","Battle of Buffington Island",1,"1863-07-19",182,2831.1017985974,24.2679804669,1708.0822337339,972.1501628191,"Buffington Island","Union",38.991111,-81.771389
"OH002","1863-07-26","1863-07-26","Union","D","Western","Morgan's Raid in Kentucky, Indiana, and Ohio [July 1863]",364,0,364,0,956.12,8424.44,"Salineville","Union","1863-07-26","1863-07-26",800,2600,"OH",0,364,0,364,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Salineville",2600,400,0,364,"US","Confederate partial","1863-07-26","1863-07-26","Battle of Salineville",1,"1863-07-26",184,2457.9276026562,0,488.29197638,379.1661522801,"Salineville","Union",40.6206,-80.9017
"OK001","1861-11-19","1861-11-19","Confederate","D","Trans-Mississippi","Operations in the Indian Territory [November-December 1861]",,,,7,,,"Round Mountain","Confederate","1861-11-19","1861-11-19",,,"OK",3,,,10,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Round_Mountain",,1400,110,11,"CS","None","1861-11-19","1861-11-19","Battle of Round Mountain",1,"1861-11-19",29,694.8486783385,106.5798970627,1432.7306897491,12.1614776101,"Round Mountain","Confederate",36.114722,-96.698333
"OK002","1861-12-09","1861-12-09","Confederate","D","Trans-Mississippi","Operations in the Indian Territory [November-December 1861]",,,,7,1081.04,6587.66,"Chusto-Talasah","Confederate","1861-12-09","1861-12-09",,,"OK",0,464,412,52,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Chusto-Talasah",,1300,500,52,"CS","None","1861-12-09","1861-12-09","Battle of Chusto-Talasah",1,"1861-12-09",30,892.2181895242,424.2959363089,1263.7520828274,59.4624432772,"Chusto-Talasah","Confederate",36.2823,-95.9502
"OK003","1861-12-26","1861-12-26","Confederate","B","Trans-Mississippi","Operations in the Indian Territory [November-December 1861]",,,,7,1722.74,11938.81,"Chustenahlah","Confederate","1861-12-26","1861-12-26",,,"OK",0,251,211,40,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Chustenahlah",1700,1380,250,49,"CS","None","1861-12-26","1861-12-26","Battle of Chustenahlah",1,"1861-12-26",34,1662.8076171438,209.4013295505,1408.8277319695,49.5148827104,"Chustenahlah","Confederate",36.3878,-96.0752
"OK004","1862-10-22","1862-10-22","Union","D","Trans-Mississippi","Operations North of Boston Mountains [August-November 1862]",164,14,150,0,563.54,2524.75,"Old Fort Wayne","Union","1862-10-22","1862-10-22",,,"OK",7,,,,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Old_Fort_Wayne",,,14,150,"US","None","1862-10-22","1862-10-22","Battle of Old Fort Wayne",1,"1862-10-22",111,1081.8502335844,14.2077961353,925.2595092097,149.144373413,"Old Fort Wayne","Union",36.368,-94.6478
"OK005","1864-02-13","1864-02-13","Union","D","Trans-Mississippi","Operations in the Indian Territory [February 1864]",,,,7,,,"Middle Boggy Depot","Union","1864-02-13","1864-02-13",,,"OK",0,47,0,47,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Middle_Boggy_Depot",350,90,0,47,"US","None","1864-02-13","1864-02-13","Battle of Middle Boggy Depot",1,"1864-02-13",219,349.6274977643,0,93.3589380276,47.2171226657,"Middle Boggy Depot","Union",34.878056,-96.411944
"OK006","1863-07-01","1863-07-02","Union","C","Trans-Mississippi","Operations to Control Indian Territory [June-September 1863]",88,23,65,0,575.17,2161.03,"Cabin Creek","Union","1863-07-01","1863-07-02",,,"OK",0,80,21,59,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Cabin_Creek",,1700,23,65,"US","None","1863-07-01","1863-07-02","Battle of Cabin Creek",2,"1863-07-01",169,1368.2445450727,21.8410236024,1728.1430189684,68.7695871058,"Cabin Creek","Union",36.262,-95.1718
"OK007","1863-07-17","1863-07-17","Union","B","Trans-Mississippi","Operations to Control Indian Territory [June-September 1863]",716,79,637,0,1138.96,6470.15,"Honey Springs","Union","1863-07-17","1863-07-17",,,"OK",0,211,77,134,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Honey_Springs",3000,3000,79,637,"US","None","1863-07-17","1863-07-17","Battle of Honey Springs",1,"1863-07-17",180,2805.7059081594,73.9108694884,2953.0837084142,449.4033884505,"Honey Springs","Union",35.5313,-95.4858
"PA001","1863-06-30","1863-06-30","Inconclusive","C","Eastern","Gettysburg Campaign [June-July 1863]",330,,,6,789.23,6179.85,"Hanover","Inconclusive","1863-06-30","1863-06-30",,,"PA",0,228,154,74,,,,,,,,,,,,,117,215,"Inconclusive",,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Hanover",5000,6000,215,117,"CS","None","1863-06-30","1863-06-30","Battle of Hanover",1,"1863-06-30",168,4630.9295049573,182.7696001707,5905.7627364813,129.4249284086,"Hanover","Inconclusive",39.801,-76.9825
"PA002","1863-07-01","1863-07-03","Union","A","Eastern","Gettysburg Campaign [June-July 1863]",51000,23000,28000,0,8585.47,43522.59,"Gettysburg","Union","1863-07-01","1863-07-03",,,"PA",0,51000,23000,28000,83289,75054,17684,22638,"Union",31621,23186,"Union",22000,23000,68000,90000,20448,23001,"Union",23049,28063,83289,75054,"CS","Union","FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Gettysburg",93921,71699,23055,23231,"CS","None","1863-07-01","1863-07-03","Battle of Gettysburg",3,"1863-07-02",170,80824.1937706018,21166.0710340276,73714.1780010108,24154.8484112419,"Gettysburg","Union",39.8112,-77.2249
