battle,event_type,state,year,battle_name,start_date,end_date,text,cas_k,cas_w,cas_m,cas_mp,cas_kwm,cas_total
1574,Skirmish,GA,1864,"July 4: Skirmish, Mitchell's Cross Roads",1864-07-04,1864-07-04,INDIANA--5th Cavalry.,,,,,,
1575,Engagement,GA,1864,"July 4: Engagement, Vining's Station",1864-07-04,1864-07-04,"ILLINOIS--Battery ""C"" 1st Light Arty. INDIANA--10th Infantry.",,,,,,
1576,Action,GA,1864,"July 4-5: Action, Burnt Hickory",1864-07-04,1864-07-05,IOWA--1st Battery Light Arty.,,,,,,
1577,Skirmish,GA,1864,"July 5: Skirmish, Rosswell's Ferry",1864-07-05,1864-07-05,PENNSYLVANIA--7th Cavalry.,,,,,,
1578,Skirmish,GA,1864,"July 5: Skirmish, Vining's Station",1864-07-05,1864-07-05,INDIANA--10th Infantry.,,,,,,
1579,Skirmish,GA,1864,"July 5: Skirmish, Nickajack Creek",1864-07-05,1864-07-05,"IOWA--11th, 13th, 15th Infantry. WISCONSIN--12th Infantry.",,,,,,
1580,Skirmish,GA,1864,"July 5: Skirmish, Pace's Ferry",1864-07-05,1864-07-05,"INDIANA--6th Infantry. KENTUCKY--5th, 6th and 23d Infantry. OHIO--1st, 41st and 93d Infantry.",,,,,,
1581,Combat,GA,1864,"July 5: Combat, Howell's Ferry",1864-07-05,1864-07-05,"ILLINOIS--Battery ""D"" 1st Light Arty.; 20th, 30th, 31st, 81st (Detachment), 95th (Detachment). MICHIGAN--Battery ""H"" 1st Light Arty. OHIO--3d Indpt. Battery Light Arty.; 20th, 32d, 68th and 78th Infantry. WISCONSIN--12th, 14th (Detachment), 16th and 17th Infantry.",,,,,,
1582,Combat,GA,1864,"July 5: Combat, Turner's Ferry",1864-07-05,1864-07-05,"ILLINOIS--32d and 53d Infantry. INDIANA--23d and 53d Infantry. IOWA--11th, 13th, 15th, 16th Infy. MINNESOTA--1st Battery Light Arty. OHIO--10th and 15th Indpt. Batteries Light Arty.",,,,,,
1583,Occupation,GA,1864,July 5-17: Operations on line of the Chattahoochee River,1864-07-05,1864-07-17,"CONNECTICUT--5th Infantry. ILLINOIS--11th (Co. ""G"") and 15th (Co. ""K"") Cavalry; Batteries ""A,"" ""B,"" ""C,"" ""D,"" ""F,"" ""H"" and ""M,"" 1st Light Arty.; Batteries ""F"" and ""I,"" 2d Light Arty.; Bridges' and Chicago Board of Trade Indpt. Batteries Light Arty.; 9th (Mounted), 10th, 12th, 16th, 20th, 21st, 25th, 26th, 27th, 30th, 31st, 32d, 34th, 35th, 36th, 38th, 40th, 42d, 44th, 45th, 48th, 51st, 52d, 55th, 57th, 59th, 60th, 64th, 65th, 66th, 73d, 74th, 75th, 78th, 79th, 80th, 81st, 82d, 84th, 85th, 86th, 88th, 89th, 90th, 92d, 95th (Detachment), 98th (Mounted), 100th, 101st, 102d, 103d, 104th, 105th, 107th, 110th, 111th, 112th, 115th, 116th, 123d (Mounted), 125th, 127th and 129th Infantry. INDIANA--2d, 3d, 4th, 5th and 6th Cavalry; 5th, 7th, 11th, 15th, 18th, 19th, 22d, 23d and 24th Indpt. Batteries Light Arty.; 6th, 9th, 10th, 12th, 17th (Mounted), 22d, 23d, 27th, 30th, 31st, 33d, 35th, 36th, 37th, 38th, 40th, 42d, 53d, 57th, 63d, 65th, 66th, 70th, 72d (Mounted), 74th, 75th, 79th, 80th, 81st, 82d, 83d, 84th, 85th, 86th, 87th, 88th, 91st, 97th, 99th, 100th, 101st, 120th, 123d, 124th, 128th, 129th and 130th Infantry. IOWA--8th Cavalry; 1st Battery Light Arty.; 2d, 4th, 6th, 7th, 9th, 11th, 13th, 15th, 16th, 25th, 26th, 30th and 31st Infantry. KANSAS--8th Infantry. KENTUCKY--1st, 3d, 4th, 5th, 6th, 7th, 11th and 12th Cavalry; 3d, 4th (Mounted), 5th, 6th, 9th, 10th, 11th, 12th, 13th, 14th, 15th, 16th, 17th, 18th, 20th, 21st, 23d, 24th, 27th and 28th Infantry. MARYLAND--3d Infantry (Detachment). MASSACHUSETTS--2d and 33d Infantry. MICHIGAN--4th Cavalry; Batteries ""C,"" ""F,"" ""H"" and ""I,"" 1st Light Arty.; 9th, 10th, 11th, 14th, 15th, 19th, 22d, 23d and 25th Infantry. MINNESOTA--1st Battery Light Arty. MISSOURI--Batteries ""C"" and ""H,"" 1st Light Arty.; Battery ""F,"" 2d Light Arty.; 3d, 6th, 8th, 12th, 15th, 17th, 18th, 24th, 26th, 27th, 29th, 31st and 32d Infantry. NEW JERSEY--13th, 33d and 35th Infantry. NEW YORK--Batteries ""I"" and ""M,"" 1st Light Arty.; 13th Indpt. Battery Light Arty.; 60th, 78th, 102d, 107th, 119th, 123d, 134th, 136th, 137th, 141st, 143d, 149th, 150th and 154th Infantry. OHIO--1st, 3d, 4th and 10th Cavalry; McLaughlin's Squadron Cavalry; 4th Indpt. Co. Cavalry; 7th Co. S. S.; Batteries ""A,"" ""C,"" ""D,"" ""I"" and ""M,"" 1st Light Arty.; 3d, 4th, 6th, 10th, 14th, 15th and 19th Indpt. Batteries Light Arty.; 1st, 2d, 5th, 13th, 14th, 15th, 17th, 19th, 20th, 21st, 26th, 27th, 29th, 30th, 31st, 32d, 33d, 35th, 37th, 38th, 39th, 40th, 41st, 43d, 45th, 46th, 47th, 49th, 50th, 51st, 52d, 53d, 54th, 55th, 57th, 59th, 61st, 63d, 64th, 65th, 66th, 68th, 69th, 70th, 73d, 74th, 76th, 78th, 79th, 81st, 82d, 89th, 90th, 92d, 93d, 94th, 97th, 98th, 99th, 100th, 101st, 103d, 104th, 105th, 111th, 113th, 118th, 121st, 124th and 125th Infantry. PENNSYLVANIA--7th Cavalry.; Indpt. Batteries ""B"" and ""E"" Light Arty.; 28th, 29th, 46th, 73d, 77th, 79th, 109th, 111th and 147th Infantry. TENNESSEE--1st Cavalry; 1st, 3d, 5th, 6th and 8th Infantry. WISCONSIN--1st Cavalry; 5th Indpt. Battery Light Arty.; 1st, 3d, 10th, 12th, 14th (Detachment), 15th, 16th, 17th, 21st, 22d, 24th, 25th and 26th Infantry. UNITED STATES--4th Cavalry; 15th, 16th, 18th and 19th Infantry. Union loss, 850 killed, wounded and missing.",850,0,0,0,0,850
1584,Skirmish,GA,1864,"July 6-7: Skirmishes, Sandtown",1864-07-06,1864-07-07,"INDIANA--6th Cavalry. MICHIGAN--Battery ""C,"" 1st Light Arty.",,,,,,
1585,Skirmish,GA,1864,"July 6-8: Skirmishes, Nickajack Creek",1864-07-06,1864-07-08,INDIANA--23d and 99th Infantry. IOWA--11th and 13th Infantry. WISCONSIN--12th Infantry.,,,,,,
1586,Action,GA,1864,"July 7: Action, Adairsville",1864-07-07,1864-07-07,KENTUCKY--3d Cavalry.,,,,,,
1587,Skirmish,GA,1864,"July 7: Skirmish, Dark Corners",1864-07-07,1864-07-07,MICHIGAN--8th Cavalry.,,,,,,
1588,Skirmish,GA,1864,"July 7: Skirmish, Vining Station",1864-07-07,1864-07-07,INDIANA--31st Infantry.,,,,,,
1589,Action,GA,1864,"July 7: Action, Summerville",1864-07-07,1864-07-07,KENTUCKY--6th Cavalry.,,,,,,
1590,Skirmish,GA,1864,"July 8: Skirmish, Cove Springs",1864-07-08,1864-07-08,ALABAMA--1st Cavalry.,,,,,,
1591,Skirmish,GA,1864,"July 8: Skirmish, Isham's Ford",1864-07-08,1864-07-08,ILLINOIS--65th Infantry. INDIANA--63d and 65th Infantry. KENTUCKY--24th Infantry. OHIO--21st Infantry.,,,,,,
1592,Skirmish,GA,1864,"July 9-10: Skirmishes, Nickajack Creek",1864-07-09,1864-07-10,INDIANA--99th Infantry. IOWA--11th Infantry.,,,,,,
1593,Skirmish,GA,1864,"July 9-11: Skirmishes, Vining Station",1864-07-09,1864-07-11,ILLINOIS--129th Infantry. KENTUCKY--10th Infantry. OHIO--21st Infantry.,,,,,,
1594,Skirmish,GA,1864,"July 10: Skirmish, Apharetta",1864-07-10,1864-07-10,OHIO--4th Cavalry.,,,,,,
1595,Action,GA,1864,"July 10: Action, Campbellton",1864-07-10,1864-07-10,INDIANA--5th Cavalry.,,,,,,
1596,Skirmish,GA,1864,"July 12-14: Skirmishes, Campbellton",1864-07-12,1864-07-14,INDIANA--6th Cavalry.,,,,,,
1597,Skirmish,GA,1864,"July 16-22: Skirmishes, Turner's Ferry",1864-07-16,1864-07-22,INDIANA--6th Cavalry.,,,,,,
1598,Skirmish,GA,1864,"July 17: Skirmish, Vining Station",1864-07-17,1864-07-17,ILLINOIS--16th Infantry.,,,,,,
1599,Skirmish,GA,1864,"July 18: Skirmish, Campbellton",1864-07-18,1864-07-18,MICHIGAN--8th Cavalry.,,,,,,
1600,Skirmish,GA,1864,"July 18: Skirmish, Chattahoochee River",1864-07-18,1864-07-18,ILLINOIS--104th Infantry.,,,,,,
1601,Skirmish,GA,1864,"July 18: Skirmish, Buckhead, Nancy's Creek",1864-07-18,1864-07-18,"ILLINOIS--Battery ""M,"" 1st Light Arty.; 27th, 36th, 42d, 44th, 51st, 73d, 74th, 88th, 95th and 100th Infantry. INDIANA--40th, 42d, 57th and 88th Infantry. KENTUCKY--3d, 15th and 28th Infantry. MISSOURI--15th Infantry. OHIO--Battery ""A,"" 1st Light Arty.; 2d, 26th, 33d, 64th, 65th, 94th, 97th, 104th and 125th Infantry. WISCONSIN--10th, 21st and 24th Infantry.",,,,,,
1602,Action,GA,1864,"July 19: Action, Decatur",1864-07-19,1864-07-19,"INDIANA--22d Indpt. Battery Light Arty.; 80th and 91st Infantry. KENTUCKY--13th, 14th, 20th and 27th Infantry. MICHIGAN--Battery ""F,"" 1st Light Arty.; 23d and 25th Infantry. OHIO--19th Indpt. Battery Light Arty.; 50th, 111th and 118th Infantry. TENNESSEE--3d and 6th Infantry.",,,,,,
1603,Skirmish,GA,1864,"July 19: Skirmish, Marietta",1864-07-19,1864-07-19,INDIANA--5th Cavalry.,,,,,,
1604,Battle,GA,1864,July 19-20: Battle of Peach Tree Creek,1864-07-19,1864-07-20,"CONNECTICUT--5th and 20th Infantry. ILLINOIS--Batteries ""C"" and ""M,"" 1st Light Arty.; Battery ""I,"" 2d Light Arty.; Bridges' Indpt. Battery Light Arty.; 10th, 16th, 21st, 25th, 27th, 34th, 35th, 36th, 38th, 42d, 44th, 51st, 59th, 60th, 73d, 74th, 75th, 78th, 79th, 80th, 82d, 84th, 85th, 86th, 88th, 89th, 96th, 100th, 101st, 102d, 104th, 105th, 115th, 125th and 129th Infantry. INDIANA--5th, 7th, 11th and 19th Indpt. Batteries Light Arty.; 6th, 9th, 10th, 22d, 27th, 30th, 31st, 32d, 33d, 35th, 36th, 37th, 38th, 40th, 42d, 57th, 70th, 74th, 75th, 79th, 81st, 82d, 84th, 85th, 86th, 87th, 88th and 101st Infantry. KANSAS--8th Infantry. KENTUCKY--3d, 5th, 6th, 9th, 10th, 15th, 17th, 21st, 23d and 28th Infantry. MARYLAND--3d Infantry (Detachment). MASSACHUSETTS--2d and 33d Infantry. MICHIGAN--Battery ""I,"" 1st Light Arty.; 9th, 10th, 11th, 14th, 19th and 22d Infantry. MISSOURI--15th Infantry. NEW JERSEY--13th and 33d Infantry. NEW YORK--Batteries ""I"" and ""M,"" 1st Light Arty.; 13th Indpt. Battery Light Arty.; 60th, 102d, 107th, 119th, 123d, 134th, 136th, 137th, 141st, 143d, 149th, 150th and 154th Infantry. OHIO--Batteries ""A,"" ""C"" and ""I,"" 1st Light Arty.; 6th Indpt. Battery Light Arty.; 7th Co. S. S.; 1st, 2d, 5th, 13th, 14th, 15th, 17th, 19th, 21st, 26th, 29th, 31st, 33d, 35th, 38th, 40th, 41st, 45th, 49th, 51st, 52d, 55th, 59th, 61st, 64th, 65th, 66th, 69th, 73d, 74th, 79th, 82d, 89th, 90th, 92d, 93d, 94th, 97th, 98th, 101st, 104th, 105th, 113th, 121st, 124th and 125th Infantry. PENNSYLVANIA--Indpt. Batteries ""B"" and ""E,"" Light Arty.; 28th, 29th, 46th, 73d, 77th, 79th, 109th, 111th and 147th Infantry. WISCONSIN--5th Indpt. Battery Light Arty.; 1st, 3d, 10th, 15th, 21st, 22d, 24th and 26th Infantry. UNITED STATES--15th, 16th, 18th and 19th Infantry. Union loss, 310 killed, 1,110 wounded, 179 captured and missing. Total, 2,200.",,,,179,,220
1605,Action,GA,1864,"July 20: Action, Howard House",1864-07-20,1864-07-20,"INDIANA--22d Indpt. Battery Light Arty.; 80th and 91st Infantry. KENTUCKY--13th, 14th, 20th and 27th Infantry. MICHIGAN--Battery ""F,"" 1st Light Arty.; 23d and 25th Infantry. OHIO--19th Indpt. Battery Light Arty.; 50th, 111th and 118th Infantry. TENNESSEE--3d and 6th Infantry.",,,,,,
1606,Skirmish,GA,1864,"July 20: Skirmish, Flint Hill Church",1864-07-20,1864-07-20,MICHIGAN--4th Cavalry.,,,,,,
1607,Skirmish,GA,1864,"July 20-21: Skirmishes, Decatur",1864-07-20,1864-07-21,ILLINOIS--53d and 66th Infantry.,,,,,,
1608,Engagement,GA,1864,"July 20-21: Engagement, Bald or Leggett's Hill",1864-07-20,1864-07-21,"ILLINOIS--Battery ""D,"" 1st Light Arty.; Battery ""F,"" 2d Light Arty.; 20th, 30th, 31st, 45th, 53d, 81st (Detachment) and 95th (Detachment) Infantry. INDIANA--23d and 53d Infantry. IOWA--11th, 13th, 15th and 16th Infantry. MICHIGAN--Battery ""H,"" 1st Light Arty. MINNESOTA--1st Battery Light Arty. OHIO--3d and 15th Indpt. Batteries Light Arty.; 20th, 32d, 68th and 78th Infantry. WISCONSIN--12th, 16th and 17th Infantry. Losses included in battle of Atlanta, July 22.",,,,,,
1609,Battle,GA,1864,July 22: Battle of Atlanta,1864-07-22,1864-07-22,"ILLINOIS--Batteries ""A,"" ""D,"" ""F"" and ""H,"" 1st Light Arty.; Battery ""F,"" 2d Light Arty.; 9th, 12th, 20th, 26th, 30th, 31st, 40th, 45th, 48th, 52d, 53d, 55th, 57th, 64th, 66th, 81st (Detachment), 90th, 95th (Detachment), 103d, 111th, 116th and 127th Infantry. INDIANA--12th, 23d, 25th, 53d, 66th, 83d, 97th, 99th and 100th Infantry. IOWA--1st Battery Light Arty.; 2d, 4th, 6th, 7th, 9th, 11th, 13th, 15th, 16th, 25th, 26th, 30th and 31st Infantry. KENTUCKY--13th Infantry. MICHIGAN--Batteries ""C,"" ""F"" and ""H,"" 1st Light Arty.; 15th, 23d and 25th Infantry. MINNESOTA--1st Battery Light Arty. MISSOURI--Battery ""H,"" 1st Light Arty.; Battery ""F,"" 2d Light Arty.; 3d, 6th, 8th, 12th, 17th, 18th, 24th, 26th, 27th, 29th, 31st and 32d Infantry. OHIO--4th Indpt. Co. Cavalry.; 3d, 4th, 14th and 15th Indpt. Batteries Light Arty.; Battery ""D,"" 1st Light Arty.; 20th, 27th, 30th, 32d, 37th, 39th, 46th, 47th, 53d, 54th, 57th, 68th, 70th, 76th, 78th and 81st Infantry. WISCONSIN--12th, 16th and 17th Infantry. Union losses, 1,110 killed, 5,915 wounded, 2,694 captured and missing. Total, 9,719.",,,,,,971
1610,Engagement,GA,1864,"July 22: Engagement, Decatur",1864-07-22,1864-07-22,"ILLINOIS--Chicago Board of Trade Battery Light Arty.; 9th (Mounted) Infantry. MICHIGAN--Battery ""C,"" 1st Light Arty. (Section). NEW JERSEY--35th Infantry. OHIO--43d and 63d Infantry. WISCONSIN--25th Infantry.",,,,,,
1611,Action,GA,1864,"July 22: Action, Beachtown",1864-07-22,1864-07-22,WISCONSIN--1st Cavalry.,,,,,,
1612,Action,GA,1864,"July 22: Action, Covington",1864-07-22,1864-07-22,INDIANA--17th Mounted Infantry. OHIO--3d Cavalry.,,,,,,
1613,Skirmish,GA,1864," : Skirmish, Chattahoochee River",,,"UNITED STATES--Battery ""F,"" 2d Arty.",,,,,,
1614,Raid,GA,1864,July 22-24: Raid to Covington (Garrards'),1864-07-22,1864-07-24,"ILLINOIS--Chicago Board of Trade Battery Light Arty.; 98th and 123d Mounted Infantry. INDIANA--17th and 72d Mounted Infantry. MICHIGAN--4th Cavalry. OHIO--1st, 3d and 4th Cavalry. PENNSYLVANIA--7th Cavalry. UNITED STATES--4th Cavalry.",,,,,,
1615,Siege,GA,1864,July 23-Aug. 25: Siege of Atlanta,1864-07-23,1864-08-25,"CONNECTICUT--5th and 20th Infantry. ILLINOIS--11th (Co. ""G""), 14th, 15th (Co. ""K"") and 16th Cavalry.; Batteries ""A,"" ""B,"" ""C,"" ""D,"" ""F,"" ""H"" and ""M,"" 1st Light Arty.; Batteries ""F"" and ""I,"" 2d Light Arty.; Bridges' and Chicago Board of Trade Indpt. Batteries Light Arty.; 9th (Mounted), 10th, 12th, 16th, 20th, 21st, 25th (to Aug. 1), 26th, 27th (to Aug. 25), 30th, 31st, 34th, 35th (to Aug. 25), 36th, 38th, 40th, 42d, 44th, 45th, 48th, 51st, 52d, 55th, 57th, 59th, 60th, 64th, 65th, 66th, 73d, 74th, 75th, 78th, 79th, 80th, 81st, 82d, 84th, 85th, 86th, 88th, 89th, 90th, 92d (Mounted), 95th (Detachment), 96th, 98th (Mounted), 100th, 101st, 102d, 103d, 104th, 105th, 107th, 110th, 111th, 112th, 115th, 116th, 123d (Mounted), 125th, 127th and 129th Infantry. INDIANA--2d, 3d, 4th, 5th, 6th and 8th (from July 27) Cavalry; 5th, 7th, 11th, 15th, 18th, 19th, 20th, 22d, 23d and 24th Indpt. Batteries Light Arty.; 6th (to Aug. 22), 9th, 10th, 12th, 17th (Mounted), 22d, 23d, 25th (from Aug. 7), 27th, 30th, 31st, 32d, 33d, 35th, 36th, 37th, 38th, 40th, 43d, 53d, 57th, 63d, 65th, 66th, 70th, 72d (Mounted), 74th, 75th, 79th, 80th, 81st, 82d, 83d, 84th, 85th, 86th, 87th, 88th, 91st, 97th, 99th, 100th, 101st, 120th, 123d, 124th, 128th, 129th and 130th Infantry. IOWA--5th and 8th Cavalry; 1st Battery Light Arty.; 2d, 3d, 4th, 6th, 7th, 9th, 11th, 13th, 15th, 16th, 25th, 26th, 30th and 31st Infantry. KANSAS--8th Infantry. KENTUCKY--1st, 2d (from July 27), 3d, 4th, 5th, 6th, 7th, 11th and 12th Cavalry; 3d, 4th (Mounted), 5th (from July 27), 6th (to Aug. 19), 9th, 10th, 11th, 12th, 13th, 14th, 15th, 16th, 17th, 18th, 20th, 21st, 23d, 24th, 27th and 28th Infantry. MARYLAND--3d Infantry (Detachment). MASSACHUSETTS--2d and 33d Infantry. MICHIGAN--4th, 8th and 9th Cavalry; Batteries ""C,"" ""F,"" ""H"" and ""I,"" 1st Light Arty.; 9th, 10th, 11th (to Aug. 25), 14th, 15th, 19th, 22d, 23d and 25th Infantry. MINNESOTA--1st Battery Light Arty.; 2d Infantry (from Aug. 15). MISSOURI--Batteries ""C"" and ""H,"" 1st Light Arty.; Battery ""F,"" 2d Light Arty.; 3d, 6th, 8th, 12th, 15th, 17th, 18th, 23d, 24th, 26th, 27th, 29th, 31st and 32d Infantry. NEW JERSEY--13th, 33d and 35th Infantry. NEW YORK--Batteries ""I"" and ""M,"" 1st Light Arty.; 13th Indpt. Battery Light Arty.; 17th (from Aug. 21), 60th, 102d, 107th, 119th, 123d, 134th, 136th, 137th, 141st, 143d, 149th, 150th and 154th Infantry. OHIO--1st, 3d, 4th, 7th, 9th (Detachment) and 10th Cavalry; McLaughlin's Squadron Cavalry; 4th Indpt. Co. Cavalry; Batteries ""A,"" ""C,"" ""D,"" ""I"" and ""M,"" 1st Light Arty.; 3d, 4th, 6th, 10th, 14th, 15th and 19th Indpt. Batteries Light Arty.; 7th Co. Sharpshooters; 5th, 13th, 14th, 15th, 17th, 19th, 20th, 21st, 26th, 27th, 29th, 30th, 31st, 32d, 33d, 35th (to Aug. 3), 37th, 38th, 39th, 40th, 41st, 43d, 45th, 46th, 47th, 49th, 50th, 51st, 52d, 53d, 54th, 55th, 57th, 59th, 61st, 63d, 64th, 65th, 66th, 68th, 69th, 70th, 71st (from July 31), 73d, 74th, 76th, 78th, 79th, 81st, 82d, 89th, 90th, 92d, 93d, 94th, 97th, 98th, 99th, 100th, 101st, 103d, 104th, 105th, 111th, 113th, 118th, 121st, 124th and 125th Infantry. PENNSYLVANIA -- 7th Cavalry; Indpt. Batteries ""B"" and ""E,"" Light Arty.; 28th, 29th, 46th, 73d, 77th, 79th, 109th, 111th and 147th Infantry. TENNESSEE--1st Cavalry; 1st (to Aug. 11), 3d, 5th, 6th and 8th Infantry. WISCONSIN--1st Cavalry; 5th Indpt. Battery Light Arty.; 1st, 3d, 10th, 12th, 14th, 15th, 16th, 17th, 21st, 22d, 24th, 25th, 26th, 31st and 32d (from Aug. 7) Infantry. UNITED STATES--4th Cavalry; Battery ""K,"" 5th Arty. (from Aug. 25); 15th, 16th, 18th and 19th Infantry.",,,,,,
1616,Skirmish,GA,1864,"July 23: Skirmish, Sweetwater",1864-07-23,1864-07-23,INDIANA--6th Cavalry.,,,,,,
1617,Skirmish,GA,1864,July 24: Skirmish near Cartersville,1864-07-24,1864-07-24,OHIO--5th Cavalry.,,,,,,
1618,Skirmish,GA,1864,"July 26: Skirmish, Decatur",1864-07-26,1864-07-26,INDIANA--25th Infantry.,,,,,,
1619,Raid,GA,1864,July 27-31: Raid on Atlanta and West Point R. R. and Macon and Western R. R. (McCook's),1864-07-27,1864-07-31,"INDIANA--2d, 4th and 8th Cavalry; 18th Indpt. Battery Light Arty. (Section). IOWA--5th and 8th Cavalry. KENTUCKY--2d Cavalry; 4th Mounted Infantry. MICHIGAN--Battery ""E"" 1st Light Arty. (Section). OHIO--9th Cavalry. TENNESSEE--1st and 4th Cavalry. WISCONSIN--1st Cavalry. Union loss, 80 killed, 420 wounded. Total, 500.",,420,,,80,500
1620,Raid,GA,1864,July 27-31: Raid to South River (Garrards'),1864-07-27,1864-07-31,"ILLINOIS--Chicago Board of Trade Battery Light Arty.; 98th and 123d Mounted Infantry. INDIANA--17th and 72d Mounted Infantry. MICHIGAN--4th Cavalry. OHIO--1st, 3d and 4th Cavalry. PENNSYLVANIA--7th Cavalry. UNITED STATES--4th Cavalry.",,,,,,
1621,Skirmish,GA,1864,"July 27: Skirmish, Snapfinger Creek",1864-07-27,1864-07-27,ILLINOIS--123d Mounted Infantry.,,,,,,
1622,Raid,GA,1864,July 27-Aug. 6: Raid to Macon (Stoneman's),1864-07-27,1864-08-06,"ILLINOIS--14th Cavalry. INDIANA--5th and 6th Cavalry; 24th Indpt. Battery Light Arty. KENTUCKY--1st and 11th Cavalry. MICHIGAN--8th Cavalry. OHIO--7th Cavalry (Co. ""D""); McLaughlin's Squadron Cavalry. Union loss, 10 killed, 26 wounded, 1,229 missing. Total, 1,266.",,,,,,126
1623,Action,GA,1864,"July 28: Action, Flat Rock Bridge",1864-07-28,1864-07-28,"ILLINOIS--Chicago Board of Trade Battery Light Arty.; 98th and 123d Mounted Infantry. INDIANA--17th and 72d Mounted Infantry. MICHIGAN--4th Cavalry. OHIO--1st, 3d and 4th Cavalry. PENNSYLVANIA--7th Cavalry. UNITED STATES--4th Cavalry.",,,,,,
1624,Skirmish,GA,1864,"July 28: Skirmish, Lithonia",1864-07-28,1864-07-28,UNITED STATES--4th Cavalry.,,,,,,
1625,Skirmish,GA,1864,July 28: Skirmish near Campbellton,1864-07-28,1864-07-28,WISCONSIN--1st Cavalry.,,,,,,
1626,Battle,GA,1864,July 28: Battle of Ezra Chapel (Hood's 2nd Sortie),1864-07-28,1864-07-28,"ILLINOIS--Batteries ""A,"" ""F"" and ""H"" 1st Light Arty.; 12th, 26th, 30th, 31st, 40th, 48th, 55th, 90th, 103d, 111th, 116th and 127th Infantry. INDIANA--12th, 97th, 99th, 100th Infantry. IOWA--1st Battery Light Arty.; 4th, 6th, 9th, 25th, 26th, 30th and 31st Infantry. MICHIGAN--15th Infantry. MISSOURI--Battery ""F,"" 2d Light Arty.; 3d, 6th, 8th, 12th, 17th, 24th, 26th, 27th, 29th, 31st and 32d Infantry. NEW JERSEY--35th Infantry. OHIO--4th Indpt. Battery Light Arty.; 30th, 37th, 46th, 47th, 53d, 54th, 57th, 63d, 70th, 76th and 81st Infantry. WISCONSIN--12th and 16th Infantry. Union loss, 650 killed, wounded and missing.",650,0,0,0,0,650
1627,Scout,GA,1864,"July 28-29: Scout from Rome to Cedar Bluffs, Ala",1864-07-28,1864-07-29,ALABAMA--1st Cavalry. ILLINOIS--57th Infantry (Detachment).,,,,,,
1628,Action,GA,1864,"July 29: Action, Lovejoy Station",1864-07-29,1864-07-29,"INDIANA--2d, 4th and 8th Cavalry; 18th Indpt. Battery Light Arty. (Section). IOWA--5th and 8th Cavalry. KENTUCKY--2d Cavalry; 4th Mounted Infantry. MICHIGAN--Battery ""E"" 1st Light Arty. (Section). OHIO--9th Cavalry. TENNESSEE--1st and 4th Cavalry.",,,,,,
1629,Action,GA,1864,"July 29: Action, Smith's Cross Roads",1864-07-29,1864-07-29,KENTUCKY--2d Cavalry.,,,,,,
1630,Action,GA,1864,"July 30: Action, Clear Creek",1864-07-30,1864-07-30,"INDIANA--2d, 4th and 8th Cavalry. IOWA-- 5th and 8th Cavalry. KENTUCKY--2d Cavalry. TENNESSEE--4th Cavalry.",,,,,,
1631,Action,GA,1864,July 30: Action near Newnan,1864-07-30,1864-07-30,"INDIANA--2d, 4th and 8th Cavalry; 18th Indpt. Battery Light Arty. (Section). IOWA--5th and 8th Cavalry. KENTUCKY--2d Cavalry; 4th Mounted Infantry. MICHIGAN--Battery ""E"" 1st Light Arty. (Section). OHIO--9th Cavalry. TENNESSEE--1st and 4th Cavalry.",,,,,,
1632,Combat,GA,1864,"July 30: Combat, Macon",1864-07-30,1864-07-30,"ILLINOIS--14th Cavalry. INDIANA--5th and 6th Cavalry; 24th Indpt. Battery Light Arty. KENTUCKY--20th, 21st, 23d, 24th, 27th and 28th Infantry. KAN-1st and 11th Cavalry. MICHIGAN--8th Cavalry. OHIO--7th Cavalry (Co. ""D""); McLaughlin's Squadron Cavalry.",,,,,,
1633,Combat,GA,1864,"July 30: Combat, Clinton",1864-07-30,1864-07-30,"ILLINOIS--14th Cavalry. INDIANA--5th and 6th Cavalry; 24th Indpt. Battery Light Arty. KENTUCKY--1st and 11th Cavalry. MICHIGAN--8th Cavalry. OHIO--7th Cavalry (Co. ""D""); McLaughlin's Squadron Cavalry.",,,,,,
1634,Combat,GA,1864,"July 30-31: Combats, Hillsborough, Sunshine Church.",1864-07-30,1864-07-31,"ILLINOIS--14th Cavalry. INDIANA--5th and 6th Cavalry; 24th Indpt. Battery Light Arty. KENTUCKY--1st and 11th Cavalry. MICHIGAN--8th Cavalry. OHIO--7th Cavalry (Co. ""D""); McLaughlin's Squadron Cavalry. Union loss, 600 killed, wounded and missing.",600,0,0,0,0,600
1635,Action,GA,1864,"July 31: Action, Chattahoochee River",1864-07-31,1864-07-31,TENNESSEE--4th Cavalry.,,,,,,
1636,Action,GA,1864,"Aug. 3: Action, Sunshine Church",1864-08-03,1864-08-03,ILLINOIS--14th Cavalry. MICHIGAN--8th Cavalry. OHIO--McLaughlin's Squadron Cavalry.,,,,,,
1637,Action,GA,1864,"Aug. 3: Action, Frogtown",1864-08-03,1864-08-03,OHIO--10th Cavalry.,,,,,,
