battle_id,event_type,state,battle_name,start_date,end_date,text,casualties,killed,wounded,killed_wounded,missing_captured,comment
1438,Campaign,GA,May 1-Sept. 8: Campaign against Atlanta,1864-05-01,1864-09-08,"CONNECTICUT--5th and 20th Infantry. ILLINOIS--11th (Co. ""G,"" from June 8), 14th (from June 28), 15th (Co. ""K""), 16th (from June 28), Cavalry. Batteries ""A,"" ""B,"" ""C,"" ""D"" (from June 8), ""F,"" ""H"" and ""M,"" 1st Light Arty.; Batteries ""F"" (from June 28), and ""I,"" 2d Light Arty.; Bridges' and Chicago Board of Trade Indpt. Batteries Light Arty.; 7th (from July 9), 9th (Mounted), 10th, 12th, 13th (Detachment to June 11), 14th (from June 8), 15th (from June 8), 16th, 19th (to June 9), 20th (from June 8), 21st, 22d (to June 10), 24th (to June 28), 25th (from June 6 to Aug. 1), 26th, 27th (to Aug. 25), 30th (from June 8), 31st (from June 8), 32d (from June 8), 34th, 35th (to Aug. 25), 36th, 38th, 40th (from June 3), 41st (from July 5), 42d, 44th, 45th (from June 8), 48th, 50th, 51st, 52d, 53d (from June 8), 55th (from June 16), 56th, 57th, 59th, 60th, 63d, 64th, 65th (from June 4), 66th, 73d, 74th, 75th, 78th, 79th, 80th, 81st (from June 8), 82d, 84th, 85th, 86th, 88th, 89th, 90th, 92d (Mounted), 93d, 95th (Detachment, from June 8), 96th, 98th (Mounted), 100th, 101st, 102d, 103d, 104th, 105th, 107th, 110th, 111th, 112th, 115th, 116th, 123d (Mounted), 125th, 127th and 129th Infantry. INDIANA--2d, 3d, 4th, 5th, 6th and 8th Cavalry; 5th, 7th, 11th, 15th, 18th, 19th, 22d (from June 29), 23d and 24th Indpt. Batteries Light Arty.; 6th (to Aug. 2), 9th, 10th, 12th, 17th (Mounted), 22d, 23d (from June 8), 25th (from Aug. 7), 27th, 30th, 31st, 33d, 35th, 36th, 37th, 38th, 40th, 42d, 48th, 53d (from June 8), 57th, 58th (to June 17), 59th, 63d, 65th, 66th, 70th, 72d (Mounted), 74th, 75th, 79th, 80th, 81st, 82d, 83d, 84th, 85th, 86th, 87th, 88th, 91st, 97th, 99th, 100th, 101st, 120th, 123d, 124th, 128th, 129th and 130th Infantry. KENTUCKY--1st, 2d (from July 27), 3d, 4th, 5th, 6th, 87th, 88th, 91st, 97th, 99th, 100th, 101st, 120th, 123d, 124th, 128th, 129th, 130th Infantry. IOWA-- 5th (from July 27) and 8th Cavalry; 1st Battery Light Arty.; 2d, 3d (from June 8), 4th, 5th, 6th, 7th, 9th, 10th, 11th (from June 8), 18th (from June 8), 15th (from June 8), 16th (from June 8), 17th, 25th, 26th, 30th, 31st and 39th Infantry. KANSAS--8th Infantry (from June 28). KENTUCKY--1st, 2d (from July 27), 3d, 4th, 5th, 6th, 7th, 11th and 12th (from May 29) Cavalry; 2d (to June 3), 3d, 4th (Mounted), 5th (to July 25), 6th (to Aug. 19), 9th, 10th, 11th (from June 8), 12th (from May 24), 13th, 14th, 15th, 16th, 17th, 18th, 20th, 21st, 23d, 24th and 28th Infantry. MARYLAND--3d Infantry. MASSACHUSETTS--2d and 33d Infantry. MICHIGAN--2d (to June 29), 4th, 8th and 9th Cavalry; Batteries ""B,"" ""C"", ""F,"" ""H"" (from June 8), and ""I,"" 1st Light Arty.; 9th, 10th, 11th (to Aug. 25), 14th (from June 4), 15th, 19th, 22d, 23d and 25th Infantry. MINNESOTA--1st Battery Light Arty. (from June 9), 2d and 4th (from June 25) Infantry. MISSOURI--Batteries ""C"" (from June 8), ""H,"" ""I"" (to May 22), 1st Light Arty.; Battery ""F,"" 2d Light Arty.; 2d, 3d, 6th, 8th, 10th, 12th, 15th, 17th, 18th, 23d (from July 10), 26th, 27th, 29th, 31st and 32d Infantry. NEW JERSEY--13th, 33d and 35th Infantry. NEW YORK--Batteries ""I"" and ""M,"" 1st Light Arty.; 13th Indpt. Batty. Light Arty.; 17th (from Aug. 21), 45th (to July 6), 60th, 78th (to July 12th), 102d, 107th, 119th, 123d, 134th, 136th, 137th, 141st, 143d, 149th, 150th and 154th Infantry. OHIO--1st, 3d, 4th, 5th, 7th (from July 27), 9th (Detachment), and 10th Cavalry; 4th Indpt. Cavalry Company. McLaughlin's Squadron Cavalry (from June 26); Batteries ""A,"" ""C,"" ""D,"" ""I"" and ""M"" (from June 26), 1st Light Arty.; 3d (from June 8), 4th, 6th, 10th (from June 8), 14th, 15th (from June 8), and 19th Indpt. Batteries Light Arty.; 7th Company Sharpshooters; 1st (to July 25), 2d (to July 27), 5th, 6th (to June 6), 7th (to June 11), 9th (to May 22), 10th (to May 27), 11th, 13th, 14th, 15th, 17th, 19th, 20th (from June 8), 21st, 26th, 27th, 29th, 30th, 31st, 32d (from June 8), 33d, 35th (to Aug. 3), 37th, 38th, 39th, 40th, 41st 43d, 45th, 46th, 47th, 49th, 50th, 51st, 52d, 53d, 54th, 55th, 57th, 59th, 61st, 63d, 64th, 65th, 66th, 68th (from June 8), 69th, 70th, 71st (from Aug. 31), 73d, 74th, 76th, 78th (from June 8), 79th, 80th, 81st, 82d, 89th, 90th, 92d, 93d, 94th, 97th, 98th, 99th, 100th, 101st, 103d, 104th, 105th, 108th, 111th, 113th, 118th, 121st, 124th and 125th Infantry. PENNSYLVANIA--7th Cavalry; Indpt. Batteries ""B"" and ""E,"" Light Arty.; 27th (to May 23), 28th, 29th, 46th, 73d, 77th, 78th, 79th, 109th, 111th and 147th Infantry. TENNESSEE--1st Cavalry; 1st (to Aug. 11), 3d, 5th, 6th and 8th Infantry. WISCONSIN--1st Cavalry; 5th, 6th, 10th and 12th Indpt. Batteries Light Arty.; 1st, 3d, 10th, 12th (from June 8), 14th (Detachment, from June 8), 15th, 16th (from June 8), 17th (from June 8), 18th, 21st, 22d, 24th, 25th, 26th, 31st (from July 31), and 32d (from Aug. 7) Infantry. UNITED STATES--4th Cavalry; Battery ""K,"" 5th Arty. (from Aug. 25), 15th, 16th, 18th and 19th Infantry.",NA,NA,NA,NA,NA,NA
1439,Skirmish,GA,"May 2: Skirmish, Lee's Cross Roads near Tunnel Hill",1864-05-02,1864-05-02,ILLINOIS--92d Mounted Infantry. INDIANA--3d Cavalry. KENTUCKY--3d Cavalry. OHIO--10th Cavalry.,NA,NA,NA,NA,NA,NA
1440,Skirmish,GA,May 2: Skirmish near Ringgold Gap,1864-05-02,1864-05-02,ILLINOIS--92d Mounted Infantry. INDIANA--3d Cavalry. KENTUCKY--3d Cavalry. OHIO--10th Cavalry.,NA,NA,NA,NA,NA,NA
1441,Skirmish,GA,"May 3: Skirmish, Chickamauga Creek",1864-05-03,1864-05-03,(No Reports.),NA,NA,NA,NA,NA,NA
1442,Skirmish,GA,"May 3: Skirmish, Red Clay",1864-05-03,1864-05-03,"WISCONSIN--1st Cavalry (Detachment). Union loss, 10 killed and wounded.",NA,NA,NA,10,NA,NA
1443,Skirmish,GA,"May 3: Skirmish, Catoosa Springs",1864-05-03,1864-05-03,WISCONSIN--1st Cavalry (Detachment).,NA,NA,NA,NA,NA,NA
1444,Skirmish,GA,"May 4: Skirmish, Varnell Station Road",1864-05-04,1864-05-04,(No Reports.),NA,NA,NA,NA,NA,NA
1445,Skirmish,GA,May 5: Skirmish near Tunnel Hill,1864-05-05,1864-05-05,ILLINOIS--60th Infantry.,NA,NA,NA,NA,NA,NA
1446,Skirmish,GA,"May 6-7: Skirmishes, Tunnel Hill",1864-05-06,1864-05-07,"ILLINOIS--Battery ""I,"" 2d Light Arty.; 10th, 16th, 21st, 34th, 38th, 59th, 60th, 74th, 75th, 78th, 80th, 84th, 85th, 86th, 96th, 110th, 115th and 125th Infantry. INDIANA--5th Indpt. Battery Light Arty.; 9th, 22d, 30th, 31st, 35th, 36th, 81st and 84th Infantry. KENTUCKY--21st Infantry. OHIO--40th, 51st, 52d, 90th, 98th, 99th, 101st, 108th, 113th and 121st Infantry. PENNSYLVANIA--77th Infantry. WISCONSIN--5th Indpt. Battery Light Arty.",NA,NA,NA,NA,NA,NA
1447,Skirmish,GA,May 7: Skirmish near Nickajack Gap,1864-05-07,1864-05-07,ILLINOIS--92d Mounted Infantry. KENTUCKY--3d and 5th Cavalry.,NA,NA,NA,NA,NA,NA
1448,Skirmish,GA,"May 7: Skirmish, Varnell's Station",1864-05-07,1864-05-07,INDIANA--2d and 4th Cavalry. IOWA--8th Cavalry. MICHIGAN--2d Cavalry. TENNESSEE--1st Cavalry. WISCONSIN--1st Cavalry.,NA,NA,NA,NA,NA,NA
1449,Combat,GA,"May 8: Combat, Dug Gap or Mill Creek",1864-05-08,1864-05-08,"NEW JERSEY--33d Infantry. NEW YORK--13th Indpt. Battery Light Arty.; 119th, 134th and 154th Infantry. PENNSYLVANIA--Indpt. Battery ""E,"" Light Arty.; 27th, 28th, 73d and 147th Infantry. OHIO--5th, 7th, 29th and 66th Infantry.",NA,NA,NA,NA,NA,NA
1450,Demonstration,GA,May 8-11: Demonstration against Rocky Faced Ridge,1864-05-08,1864-05-11,"CONNECTICUT -- 5th and 20th Infantry. ILLINOIS--Batteries ""C"" and ""M,"" 1st Arty.; Battery ""F,"" 2d Light Arty.; Bridges' Indpt. Battery Light Arty.; 10th, 16th, 19th, 21st, 22d, 24th, 27th, 34th, 35th, 36th, 38th, 42d, 44th, 51st, 59th, 60th, 64th, 73d, 74th, 75th, 78th, 79th, 80th, 82d, 84th, 85th, 86th, 88th, 89th, 96th, 100th, 101st, 102d, 104th, 110th, 115th, 125th and 129th Infantry. INDIANA--5th, 11th, 15th, 23d and 24th Indpt. Batteries Light Arty.; 6th, 9th, 22d, 27th, 30th, 31st, 32d, 36th, 37th, 38th, 40th, 42d, 57th, 63d, 65th, 70th, 74th, 75th, 79th, 81st, 82d, 84th, 86th, 87th, 88th, 120th, 123d, 124th, 128th, 129th, 130th Infantry. IOWA--5th Cavalry. KENTUCKY--2d, 3d, 5th, 6th, 9th, 15th, 16th, 17th, 21st, 23d and 28th Infantry. MASSACHUSETTS--2d and 33d Infantry. MICHIGAN--11th and 19th Infantry. MISSOURI--2d and 15th Infantry. NEW JERSEY--13th and 35th Infantry. NEW YORK--Batteries ""I"" and ""M,"" 1st Light Arty.; 13th Indpt. Battery Light Arty.; 45th, 60th, 78th, 102d, 107th, 119th, 123d, 136th, 137th, 149th and 154th Infantry. OHIO--Batteries ""A,"" ""D"" and ""I"" 1st Light Arty.; 6th Indpt. Battery Light Arty.; 1st, 2d, 5th, 7th, 9th, 13th, 15th, 19th, 21st, 26th, 29th, 33d, 38th, 40th, 41st, 49th, 51st, 52d, 55th, 59th, 61st, 64th, 65th, 66th, 69th, 73d, 74th, 82d, 90th, 92d, 93d, 94th, 97th, 98th, 99th, 100th, 101st, 104th, 108th, 111th, 113th, 121st, 124th and 125th Infantry. PENNSYLVANIA--Indpt. Batteries ""B"" and ""E,"" Light Arty.; 27th, 28th, 29th, 73d, 77th, 78th, 79th, 109th, 111th and 147th Infantry. TENNESSEE--1st, 5th, 6th and 8th Infantry. WISCONSIN--5th Indpt. Battery Light Arty.; 1st, 10th, 15th, 21st, 24th and 26th Infantry. UNITED STATES--15th, 16th, 18th and 19th Infantry. Union loss, 200 killed, 460 wounded, 240 captured and missing. Total, 900.",900,200,460,660,240,NA
1451,Combat,GA,"May 8-9: Combat, Buzzard's Roost Gap or Mill Creek",1864-05-08,1864-05-09,"CONNECTICUT--20th Infantry. ILLINOIS--Batteries ""C"" and ""M,"" 1st Light Arty., ""I,"" 2d Light Arty.; 10th, 16th, 21st, 22d, 27th, 34th, 36th, 38th, 42d, 44th, 51st, 59th, 60th, 73d, 74th, 75th, 78th, 79th, 80th, 84th, 85th, 86th, 88th, 89th, 96th, 100th, 104th, 110th, 115th and 125th Infantry. INDIANA--5th Indpt. Battery Light Arty.; 9th, 22d, 30th, 31st, 32d, 35th, 36th, 37th, 38th, 40th, 42d, 57th, 81st, 84th and 88th Infantry. KENTUCKY--21st and 28th Infantry. MASSACHUSETTS--33d Infantry. MISSOURI--2d and 15th Infantry. NEW YORK--136th Infantry. OHIO--Batteries ""A"" and ""I,"" 1st Light Arty.; 2d, 21st, 26th, 33d, 38th, 40th, 51st, 52d, 55th, 64th, 65th, 73d, 74th, 90th, 92d, 93d, 94th, 97th, 98th, 99th, 101st, 108th, 113th, 121st and 125th Infantry. PENNSYLVANIA--Indpt. Battery ""B,"" Light Arty. WISCONSIN--5th Indpt. Battery Light Arty.; 24th and 26th Infantry.",NA,NA,NA,NA,NA,NA
1452,Demonstration,GA,May 8-13: Demonstration on Resaca,1864-05-08,1864-05-13,"ILLINOIS--Batteries ""A,"" ""B,"" ""F"" and ""H,"" 1st Light Arty.; 9th, 12th, 26th, 48th, 50th, 52d, 57th, 64th, 66th, 90th, 92d (Mounted), 103d, 105th, 111th, 116th and 127th Infantry. INDIANA--3d Cavalry; 12th, 66th, 83d, 99th and 100th Infantry. IOWA--1st Battery Light Arty.; 2d, 4th, 6th, 7th, 9th, 25th, 26th, 30th, 31st and 39th Infantry. MICHIGAN--Batteries ""B"" and ""C,"" 1st Light Arty.; 15th Infantry. MINNESOTA 4th Infantry. MISSOURI--Batteries ""H"" and ""I,"" 1st Light Arty.; Battery ""F,"" 2d Arty.; 3d, 6th, 8th, 12th, 17th, 18th, 27th, 29th, 31st and 32d Infantry. NEW JERSEY--35th Infantry. OHIO--10th Cavalry, 4th Indpt. Co. Cavalry; 4th, 14th Indpt. Batteries Light Arty.; 27th, 30th, 37th, 39th, 43d, 46th, 47th, 53d, 54th, 57th, 63d, 70th, 76th and 81st Infantry. WISCONSIN--25th Infantry.",NA,NA,NA,NA,NA,NA
1453,Skirmish,GA,"May 9: Skirmish, Boyd's Trail",1864-05-09,1864-05-09,CONNECTICUT--20th Infantry. MICHIGAN--19th Infantry.,NA,NA,NA,NA,NA,NA
1454,Combat,GA,"May 9: Combat, Snake Creek Gap",1864-05-09,1864-05-09,"ILLINOIS--9th (Mounted), 12th and 66th Infantry. IOWA 39th Infantry. OHIO--81st Infantry.",NA,NA,NA,NA,NA,NA
1455,Combat,GA,"May 9: Combat, Sugar Valley, near Resaca",1864-05-09,1864-05-09,"ILLINOIS--9th (Mounted), 12th, 50th, 52d, 57th, 64th and 66th Infantry. INDIANA--66th Infantry. IOWA--2d, 7th and 39th Infantry. MICHIGAN--Batteries ""B"" and ""C,"" 1st Light Arty. MISSOURI--Batteries ""H"" and ""I,"" 1st Light Arty.; 18th Infantry. NEW JERSEY--35th Infantry. OHIO--14th Indpt. Battery, Light Arty.; 27th, 39th, 43d, 63d and 81st Infantry. WISCONSIN--25th Infantry.",NA,NA,NA,NA,NA,NA
1456,Action,GA,"May 9: Action, Varnell Station",1864-05-09,1864-05-09,"INDIANA--2d and 4th Cavalry. WISCONSIN--1st Cavalry. Union loss, 4 killed, 25 wounded, 65 missing. Total, 94.",94,4,25,29,65,NA
1457,Demonstration,GA,May 9-13: Demonstrations against Dalton,1864-05-09,1864-05-13,"ILLINOIS--16th Cavalry; Batteries ""A"" and ""M,"" 2d Arty., Bridges' Indpt. Battery Light Arty.; 21st, 22d, 27th, 35th, 36th, 38th, 44th, 59th, 73d, 74th, 75th, 80th, 84th, 88th, 89th, 96th, 100th, 107th, 112th and 115th Infantry. INDIANA--2d, 4th, 5th and 6th Cavalry; 5th, 15th, 18th, 23d and 24th Indpt. Batteries Light Arty.; 6th, 9th, 30th, 31st, 32d, 35th, 36th, 40th, 57th, 63d, 65th, 79th, 80th, 81st, 84th, 86th, 120th, 123d, 124th, 128th and 130th Infantry. IOWA--8th Cavalry. KENTUCKY--1st, 11th and 12th Cavalry; 3d, 5th, 6th, 9th, 13th, 16th, 17th, 21st, 23d, 24th and 28th Infantry. MICHIGAN--2d Cavalry; Battery ""F,"" 1st Light Arty.; 23d and 25th Infantry. MISSOURI--2d and 15th Infantry. OHIO--6th and 19th Indpt. Batteries Light Arty.; 1st, 13th, 15th, 19th, 26th, 40th, 41st, 45th, 49th, 51st, 59th, 64th, 65th, 90th, 93d, 97th, 99th, 100th, 101st, 103d, 104th, 111th, 118th, 124th and 125th Infantry. PENNSYLVANIA--Indpt. Battery ""B,"" Light Arty.; 77th Infantry. TENNESSEE--1st Cavalry; 1st, 3d, 5th, 6th and 8th Infantry. WISCONSIN--1st Cavalry; 15th and 24th Infantry.",NA,NA,NA,NA,NA,NA
1458,Skirmish,GA,May 10: Skirmish near Resaca,1864-05-10,1864-05-10,ILLINOIS--9th Mounted Infantry.,NA,NA,NA,NA,NA,NA
1459,Action,GA,"May 11: Action, Sugar Valley",1864-05-11,1864-05-11,ILLINOIS--16th Cavalry. INDIANA--6th Cavalry.,NA,NA,NA,NA,NA,NA
1460,Action,GA,"May 13: Action, Tilton",1864-05-13,1864-05-13,INDIANA--2d and 4th Cavalry; 18th Indpt. Battery Light Arty. IOWA--8th Cavalry. MICHIGAN--2d Cavalry. TENNESSEE--1st Cavalry. WISCONSIN--1st Cavalry.,NA,NA,NA,NA,NA,NA
1461,Combat,GA,May 13: Combat near Resaca,1864-05-13,1864-05-13,"ILLINOIS--Batteries ""A,"" ""B"" and ""H,"" 1st Light Arty.; 9th (Mounted), 12th, 26th, 48th, 50th, 57th, 64th, 66th, 90th, 92d, 103d, 104th, 111th, 116th and 127th Infantry. INDIANA--3d Cavalry; 12th, 66th, 83d, 88th, 97th, 99th and 100th Infantry. IOWA--1st Battery Light Arty.; 2d, 4th, 6th, 7th, 9th, 25th, 26th, 30th, 31st and 39th Infantry. KENTUCKY--2d, 3d and 5th Cavalry. MICHIGAN--Batteries ""B"" and ""C,"" 1st Light Arty.; 15th Infantry. MISSOURI--Batteries ""H"" and ""I,"" 1st Light Arty.; Battery ""F,"" 2d Light Arty.; 3d, 6th, 7th, 8th, 12th, 17th, 18th, 27th, 29th, 31st and 32d Infantry. NEW JERSEY--35th Infantry. OHIO--10th Cavalry; 4th and 14th Indpt. Batteries Light Arty.; 27th, 30th, 37th, 39th, 46th, 47th, 53d, 54th, 57th, 70th and 81st Infantry. WISCONSIN--10th Indpt. Battery Light Arty.; 21st and 25th Infantry.",NA,NA,NA,NA,NA,NA
1462,Action,GA,May 13: Action near Dalton,1864-05-13,1864-05-13,ILLINOIS--30th and 75th Infantry. INDIANA--5th Indpt. Battery Light Arty.; 9th Infantry. PENNSYLVANIA--77th Infantry.,NA,NA,NA,NA,NA,NA
1463,Battle,GA,May 14-15: Battle of Resaca,1864-05-14,1864-05-15,"CONNECTICUT--5th and 20th Infantry. ILLINOIS--15th Cavalry (Co. ""K"" Batteries ""A,"" ""B,"" ""C,"" ""F,"" ""H"" and ""M,"" 1st Light Arty.; Bridges' and Chicago Board of Trade Indpt. Batteries Light Arty.; 9th (Mounted), 10th, 12th, 13th (Detachment), 16th, 19th, 21st, 22d, 24th, 26th, 27th, 34th, 35th, 36th, 38th, 42d, 44th, 48th, 50th, 51st, 52d, 57th, 59th, 60th, 64th, 66th, 73d, 74th, 75th, 78th, 79th, 80th, 82d, 84th, 85th, 86th, 88th, 89th, 90th, 92d (Mounted), 96th, 98th (Mounted), 100th, 101st, 102d, 103d, 104th, 105th, 107th, 110th, 111th, 112th, 115th, 116th, 123d (Mounted), 125th, 127th and 129th Infantry. INDIANA--2d, 3d, 4th, 5th and 6th Cavalry; 5th, 7th, 11th, 15th, 18th, 19th, 23d and 24th Indpt. Batteries Light Artillery.; 6th, 9th, 10th, 12th, 17th (Mounted), 22d, 27th, 30th, 31st, 32d, 33d, 35th, 36th, 37th, 38th, 40th, 42d, 57th, 58th, 63d, 65th, 66th, 70th, 72d (Mounted), 74th, 75th, 79th, 80th, 81st, 82d, 83d, 84th, 85th, 86th, 87th, 88th, 97th, 99th, 100th, 101st, 120th, 123d, 124th, 128th, 129th and 130th Infantry. IOWA--8th Cavalry.; 1st Battery Light Arty.; 2d, 4th, 6th, 7th, 9th, 25th, 26th, 31st, 32d and 39th Infantry. KENTUCKY--1st, 3d, 5th, 11th and 12th Cavalry; 3d, 5th, 6th, 9th, 10th, 11th, 12th (Detachment), 13th, 15th, 16th, 17th, 21st, 23d, 24th and 28th Infantry. MARYLAND--3d Infantry (Detachment). MASSACHUSETTS 2d and 33d Infantry. MICHIGAN--2d and 4th Cavalry; Batteries ""B,"" ""C,"" ""F"" and ""I,"" 1st Light Arty.; 9th, 11th, 15th, 19th, 23d and 25th Infantry. MISSOURI--Batteries ""H"" and ""I,"" 1st Light Arty.; Battery ""F,"" 2d Light Arty.; 2d, 3d, 6th, 8th, 12th, 15th, 17th, 18th, 27th, 29th, 31st and 32d Infantry. MINNESOTA--2d Infantry. NEW JERSEY--13th, 33d and 35th Infantry. NEW YORK--Batteries ""I"" and ""M,"" 1st Light Arty.; 13th Indpt. Battery Light Arty.; 45th, 60th, 78th, 102d, 107th, 119th, 123d, 134th, 136th, 137th, 141st, 143d, 149th, 150th and 154th Infantry. OHIO--5th and 10th Cavaltry. Batteries ""A,"" ""C,"" ""D"" and ""I,"" 1st Light Arty.; 4th, 6th, 14th, 19th Indpt. Batteries Light Arty.; 1st, 2d, 5th, 7th, 9th, 10th, 11th, 13th, 14th, 15th, 17th, 21st, 26th, 27th, 29th, 30th, 31st, 33d, 35th, 37th, 38th, 39th, 40th, 41st, 43d, 45th, 46th, 47th, 49th, 51st, 52d, 53d, 54th, 55th, 57th, 59th, 61st, 63d, 64th, 65th, 66th, 69th, 70th, 73d, 74th, 76th, 79th, 81st, 82d, 89th, 90th, 92d, 93d, 94th, 97th, 98th, 99th, 100th, 101st, 103d, 104th, 105th, 108th, 111th, 113th, 118th, 121st, 124th and 125th Infantry. PENNSYLVANIA--7th Cavalry; Indpt. Batteries ""B"" and ""E,"" Light Arty.; 27th, 28th, 29th, 46th, 73d, 77th, 78th, 79th, 109th, 111th and 147th Infantry. TENNESSEE--1st Cavalry; 1st, 3d, 5th, 6th, and 8th Infantry. WISCONSIN--1st Cavalry; 5th and 10th Indpt. Batteries, Light Arty.; 1st, 3d, 10th, 15th, 21st, 22d, 24th, 25th and 26th Infantry. UNITED STATES--4th Cavalry; Battery ""F,"" 2d Arty.; 15th, 16th, 18th and 19th Infantry. Union loss, 600 killed, 2,147 wounded, 253 missing. Total, 3,000.",3000,600,2147,2747,253,NA
1464,Action,GA,"May 14-15: Actions, Leys' Ferry, Oostenaula River",1864-05-14,1864-05-15,"ILLINOIS--9th, 12th, 50th, 52d, 57th, 66th Infantry. INDIANA--66th Infantry. IOWA--2d, 7th and 39th Infantry. MICHIGAN--Battery ""B,"" 1st Light Arty. MISSOURI--Batteries ""H"" and ""I,"" 1st Light Arty. OHIO--81st Infantry.",NA,NA,NA,NA,NA,NA
1465,Skirmish,GA,"May 15: Skirmish, Farmers' Bridge, Armuchee Creek",1864-05-15,1864-05-15,"ILLINOIS--Chicago Board of Trade Battery Light Arty. MICHIGAN--4th Cavalry. PENNSYLVANIA--7th Cavalry. UNITED STATES--4th Cavalry. Union loss, 2 killed, 16 wounded, 20 missing. Total, 38.",38,2,16,18,20,NA
1466,Skirmish,GA,May 15: Skirmish near Rome,1864-05-15,1864-05-15,MICHIGAN--4th Cavalry. PENNSYLVANIA--7th Cavalry. UNITED STATES--4th Cavalry.,NA,NA,NA,NA,NA,NA
1467,Skirmish,GA,"May 15: Skirmish, Gideon's Ferry",1864-05-15,1864-05-15,KENTUCKY--3d Cavalry. WISCONSIN--10th Indpt. Battery Light Arty. (Section).,NA,NA,NA,NA,NA,NA
1468,Skirmish,GA,"May 15: Skirmish, Calhoun",1864-05-15,1864-05-15,KENTUCKY--3d Cavalry. ILLINOIS--92d Mounted Infantry.,NA,NA,NA,NA,NA,NA
1469,Action,GA,"May 16: Action, Rome or Parker's Cross Roads",1864-05-16,1864-05-16,"ILLINOIS--9th (Mounted), 12th, 50th, 52d, 57th and 66th Infantry. INDIANA--66th Infantry. IOWA--2d, 7th and 39th Infantry. MICHIGAN--Battery ""B,"" 1st Light Arty. OHIO--81st Infantry. MISSOURI--Batteries ""H"" and ""I,"" 1st Light Arty.",NA,NA,NA,NA,NA,NA
1470,Skirmish,GA,May 16: Skirmish near Calhoun,1864-05-16,1864-05-16,ILLINOIS--27th and 42d Infantry. KENTUCKY--3d Infantry. OHIO--64th Infantry.,NA,NA,NA,NA,NA,NA
1471,Skirmish,GA,"May 16: Skirmish, Floyd's Springs",1864-05-16,1864-05-16,MICHIGAN--4th Cavalry.,NA,NA,NA,NA,NA,NA
1472,Engagement,GA,"May 17: Engagement, Adairsville",1864-05-17,1864-05-17,"ILLINOIS--Battery ""M,"" 1st Light Arty.; Bridges' Indpt. Battery Light Arty.; 22d, 27th, 35th, 36th, 42d, 44th, 51st, 73d, 74th, 79th, 88th, 89th and 100th Infantry. INDIANA--6th, 32d, 40th, 57th, 79th and 86th Infantry. KENTUCKY--5th Cavalry; 3d, 5th, 6th, 9th, 17th, 23d and 28th Infantry. MISSOURI--15th Infantry. OHIO--Battery ""A,"" 1st Light Arty.; 6th Indpt. Battery, Light Arty.; 1st, 12th, 15th, 26th, 41st, 49th, 59th, 64th, 65th, 93d, 97th, 124th and 125th Infantry. WISCONSIN--24th Infantry.",NA,NA,NA,NA,NA,NA
1473,Action,GA,"May 17: Action, Rome",1864-05-17,1864-05-17,"ILLINOIS--Battery ""I,"" 2d Light Arty.; 10th, 16th, 34th, 60th, 78th, 85th, 86th and 125th Infantry. INDIANA--22d Infantry. MICHIGAN--10th Infantry. OHIO--52d, 98th, 108th, 113th and 121st Infantry. WISCONSIN--5th Indpt. Battery, Light Arty. Union loss, 16 killed, 59 wounded. Total, 75.",75,16,59,75,0,NA
1474,Skirmish,GA,May 18: Skirmish near Kingston,1864-05-18,1864-05-18,MICHIGAN--4th Cavalry.,NA,NA,NA,NA,NA,NA
1475,Skirmish,GA,"May 18: Skirmish, Pine Log Creek",1864-05-18,1864-05-18,INDIANA--6th Cavalry.,NA,NA,NA,NA,NA,NA
1476,Combat,GA,May 18-19: Combats near Kingston,1864-05-18,1864-05-19,"ILLINOIS--Battery ""M,"" 1st Light Arty.; Bridges' Indpt. Battery Light Arty.; 21st, 22d, 27th, 35th, 36th, 38th, 42d, 44th, 51st, 59th, 73d, 74th, 75th, 79th, 80th, 84th, 88th, 89th, 96th, 100th and 115th Infantry. INDIANA--5th Indpt. Battery Light Arty.; 6th, 9th, 30th, 31st, 35th, 36th, 40th, 57th, 79th, 81st, 84th and 86th Infantry. KENTUCKY--3d, 5th, 6th, 9th, 17th, 21st, 23d, and 28th Infantry. MISSOURI--15th Infantry. OHIO--Battery ""A,"" 1st Light Arty.; 6th Indpt. Battery Light Arty.; 1st, 13th, 15th, 26th, 40th, 41st, 49th, 51st, 59th, 64th, 65th, 90th, 93d, 97th, 99th, 101st, 124th and 125th Infantry. PENNSYLVANIA--Indpt. Battery ""B,"" Light Arty.; 77th Infantry. WISCONSIN--24th Infantry.",NA,NA,NA,NA,NA,NA
